Time,NDVI
Oct 1981,0.5028065
Oct 1982,0.6514516
Oct 1983,0.5099033
Oct 1984,0.2867097
Oct 1985,0.5604194
Oct 1986,0.5055484
Oct 1987,0.3718064
Oct 1988,0.4615161
Oct 1989,0.5331291
Oct 1990,0.6123226
Oct 1991,0.4006129
Oct 1992,0.5120646
Oct 1993,0.4846452
Oct 1994,0.6124194
Oct 1995,0.4086129
Oct 1996,0.449871
Oct 1997,0.431129
Oct 1998,0.4656452
Oct 1999,0.5570645
Oct 2000,0.4606774
Oct 2001,0.4539678
Oct 2002,0.5580968
Oct 2003,0.5251936
Oct 2004,0.5018387
Oct 2005,0.5399032
Oct 2006,0.5126452
