"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,41.19,37.84,75,0,0,0,0
1984,16,9.41,34.41,75,77.97,0,0,77.97
1985,16,39.4,42.46,75,0,0,0,0
1986,16,50,50,75,0,0,0,0
1987,16,75,50,75,0,0,0,0
1988,16,59.16,34.16,75,0,0,0,0
1989,16,47.67,47.67,75,0,0,0,0
1990,16,6.63,15.52,58.89,91.83,0,57.55,149.38
1991,16,35.63,50,75,0,0,0,0
1992,16,20.55,37.78,67.23,22.25,0,27.75,49.99
1993,16,57.25,50,75,0,0,0,0
1994,16,50,50,75,0,0,0,0
1995,16,37.23,50,75,0,0,0,0
1996,16,62.01,37.01,62.51,0,0,44.59,44.59
1997,16,69.51,50,75,0,0,0,0
1998,16,74.4,50,75,0,0,0,0
1999,16,29.26,50,75,0,0,0,0
2000,16,26.58,50,75,0,0,0,0
2001,16,25,50,75,0,0,0,0
2002,16,7.73,29.87,75,86.35,0,0,86.35
2003,16,30.69,50,75,0,0,0,0
2004,16,22.77,47.77,75,11.15,0,0,11.15
2005,16,39.9,39.9,75,0,0,0,0
2006,16,25,50,75,0,0,0,0
2007,16,41.14,49.89,75,0,0,0,0
2008,16,32.41,44.95,75,0,0,0,0
2009,16,45.08,45.96,75,0,0,0,0
2010,16,73.86,48.86,75,0,0,0,0
2011,16,50,50,75,0,0,0,0
2012,16,36.75,50,75,0,0,0,0
2013,16,32.27,50,75,0,0,0,0
2014,16,25,50,75,0,0,0,0
2015,16,12.83,25,75,60.83,0,0,60.83
2016,16,54.25,50,75,0,0,0,0
2017,16,43.92,50,75,0,0,0,0
2018,16,68.11,50,75,0,0,0,0
2019,16,75,50,75,0,0,0,0
