T2,MODIS HAIN ET
Oct 2000,11.3
Oct 2001,3.8
Oct 2002,1.3
Oct 2003,40.7
Oct 2004,2.9
Oct 2005,41.9
Oct 2006,50.0
Oct 2007,72.7
Oct 2008,51.5
Oct 2009,40.9
Oct 2010,51.9
Oct 2011,13.5
Oct 2012,17.9
Oct 2013,41.8
Oct 2014,33.3
