"","MIXEDET"
"1983",14.0488335160001
"1984",115.809307446119
"1985",101.404444619159
"1986",102.409036208788
"1987",69.897763333238
"1988",87.6311908524923
"1989",83.5690982164057
"1990",92.1230839953558
"1991",46.2478693496178
"1992",48.430975761667
"1993",78.4272021749291
"1994",139.776282400624
"1995",80.2661277973602
"1996",78.3878616168157
"1997",33.9629454828274
"1998",53.9951445824944
"1999",32.6173151115494
"2000",77.6
"2001",27.4
"2002",17.9
"2003",84.4
"2004",56.7
"2005",102.9
"2006",93.3
"2007",102.3
"2008",101
"2009",84.3
"2010",98.2
"2011",94.3
"2012",102.9
"2013",93.8
"2014",92.9
