Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.466567297297297,0.686862702702703,0,0,0,7.646898,0,0,0,0,0,0,0,0,17.26299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.41392,0,0,0,0,0,0
3,0.564970046031746,0,0,0,0,0,0,0.130118657142857,0,0,0.434851388888889,0,0,0,4.554153,0,0,0,0,0,0,15.7847686571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0.791131777777778,0,0,0,1.18288556156156,0,14.49489,0,0,0,0,0,0,0,0,9.123814,0,0,0,0,0,0,0,0,19.35693,0,0,0,0,0,0,0,0,0
5,0.973507810084034,0.775372352941177,0.239464888888889,0.198135457142857,0,26.36266,0,1.01483724183007,0,0,1.13924091819214,0,0,0,0,0,0,0,0,0,0,0,0,0,18.328474,0,0,0,0,0,0,0,0,0,3.359128,0,0
6,0,0,0.196156351351351,0,0,0,0,7.257785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,12.971508,1.35489847222222,0.719071472222222,114.571538,0,11.8396464864865,10.0036532162162,3.457493,0,0,0.716067459459459,0,0,0,0.635827,0,0,0,39.207646,0,0,0,0,0,0,6.239009,0,0,6.365395,0,22.242727,0,0,0,0,9.791381
8,0,0,1.79106951351351,16.701082,3.05949221621621,0,30.057939,0,5.265121,15.627995,0,0,0,0,15.696156,1.34020402162162,0,0,14.4459398,54.443378,39.41708,0,38.5813481,13.38576,0,0,0,0,23.144393,0,0,48.715226,0,0,0,0,0
9,0.624106555555555,0,13.207636960961,0,9.420586,5.25075227027027,32.499504,0,0,0,0,0,10.67124,45.470981,30.725758,15.36577,0,0,0,1.323005,0,27.105016,13.73276,39.221941,102.00681,0,17.41883,0,0,28.062877,0,0,5.986949,0,0,0,0
10,0.767138833333333,0,9.80700586486486,0.305141621621622,0,12.11084,4.20628705855856,0.291086486486486,0,0,0,0.153461756756757,3.01164416666667,10.7702,34.770706,0,0,0,65.13591,23.914189,0,28.197972,0,0,0,0,0,5.040323,0,0,0,48.03296,0,5.678085,0,0,0
