"","MIXEDET"
"1983",43.0003994173861
"1984",35.1096020510342
"1985",23.3015022499651
"1986",28.8433300272685
"1987",46.4033954675715
"1988",20.0583044150885
"1989",64.6912166354251
"1990",14.329570484265
"1991",34.1116654052306
"1992",45.5659244673735
"1993",9.43389224552169
"1994",-3.51826009557389
"1995",19.7473845783304
"1996",54.3269482592621
"1997",42.3417740663537
"1998",19.9349838325434
"1999",26.759176243702
"2000",29.3
"2001",17
"2002",5.1
"2003",51.3
"2004",21.6
"2005",43.4
"2006",32.6
"2007",70.4
"2008",54.6
"2009",33.3
"2010",49.6
"2011",15.8
"2012",48.3
"2013",6.1
"2014",19.3
