"","1","2","3"
"1983",3.7,16.5555555555556,58.0555555555556
"1984",1.9,11.1,34.8
"1985",0.6,17.6,56.1
"1986",27.0028571428571,50,63.6
"1987",7.04166666666667,28.0416666666667,56.1
"1988",0.8,25,75
"1989",1.91674603174603,25,75
"1990",0,15.8,65.8
"1991",14.6,38.6,75
"1992",0,0,34
"1993",18,16,50
"1994",2.7,25,75
"1995",15.6,26.2,58.9
"1996",8.8,25,72.6
"1997",18.3,34.5,65.3
"1998",0,25,75
"1999",18.4,43.4,75
"2000",9.8,31,72.2
"2001",25.8,25,50
"2002",1.7,12.6,47.8
"2003",2.3,25,62.4
"2004",18.4,31,57.9
"2005",14.4,38.4,75
"2006",4.5,28.6,58.2
"2007",21.7,40.8,75
"2008",2.6,19.8,69.8
"2009",11.9,35,75
"2010",16.7,40.9,75
"2011",4.9,28.4,75
"2012",16.3,39.7,75
"2013",0,25,75
"2014",0.6,11,55
"2015",3.6,27.9,53.6
"2016",15.1,37.1,75
"2017",12.5,37.5,73.3
"2018",16.5,37.4,75
"2019",2.6,25,75
