"","1","2","3"
"1983",33.7,33.7,75
"1984",19.8,32.6,75
"1985",42.6,50,75
"1986",71.62,50,75
"1987",75,50,75
"1988",74,49,75
"1989",74.67,50,75
"1990",42.2,50,75
"1991",70.8,50,75
"1992",40.2,46.3,75
"1993",75,50,75
"1994",70.2,50,75
"1995",39.7,50,75
"1996",75,50,75
"1997",75,50,75
"1998",72.3,49.4,75
"1999",46.8,50,75
"2000",62.7,50,75
"2001",66.3,50,75
"2002",54.1,45.3,75
"2003",57.7,50,75
"2004",42.6,50,75
"2005",58,50,75
"2006",65.4,50,75
"2007",69.2,50,75
"2008",75,50,75
"2009",66,50,75
"2010",75,50,75
"2011",58.8,50,75
"2012",63.8,50,75
"2013",37.9,50,75
"2014",38.3,50,75
"2015",25,25,75
"2016",50,50,75
"2017",62.6,50,75
"2018",75,50,75
"2019",75,50,75
