Time,NDVI
Jul 1981,0.3497178
Jul 1982,0.2745565
Jul 1983,0.1195565
Jul 1984,0.2279032
Jul 1985,0.2814839
Jul 1986,0.3800968
Jul 1987,0.3345081
Jul 1988,0.2004194
Jul 1989,0.4085887
Jul 1990,0.274121
Jul 1991,0.2090242
Jul 1992,0.3204839
Jul 1993,0.3806694
Jul 1994,0.4944033
Jul 1995,0.2888145
Jul 1996,0.444629
Jul 1997,0.4238307
Jul 1998,0.2545081
Jul 1999,0.2631371
Jul 2000,0.2546694
Jul 2001,0.4251694
Jul 2002,0.3383549
Jul 2003,0.3128549
Jul 2004,0.3350242
Jul 2005,0.3648226
Jul 2006,0.3453549
