Time,precipitation
1-10 Jan 1981,1.558042
11-20 Jan 1981,1.446703
21-31 Jan 1981,1.415833
1-10 Feb 1981,0.3327507
11-20 Feb 1981,0.3762606
21-28 Feb 1981,0.9483492
1-10 Mar 1981,5.631506
11-20 Mar 1981,10.90121
21-31 Mar 1981,15.40432
1-10 Apr 1981,2.353335
11-20 Apr 1981,3.620403
21-30 Apr 1981,6.544843
1-10 May 1981,3.957108
11-20 May 1981,23.50656
21-31 May 1981,7.427067
1-10 Jun 1981,5.146085
11-20 Jun 1981,12.27129
21-30 Jun 1981,27.17194
1-10 Jul 1981,140.6871
11-20 Jul 1981,72.39259
21-31 Jul 1981,98.58448
1-10 Aug 1981,88.7845
11-20 Aug 1981,147.4321
21-31 Aug 1981,107.0891
1-10 Sep 1981,25.7765
11-20 Sep 1981,18.91498
21-30 Sep 1981,9.886299
1-10 Oct 1981,9.641105
11-20 Oct 1981,1.863004
21-31 Oct 1981,1.723624
1-10 Nov 1981,1.833459
11-20 Nov 1981,1.338124
21-30 Nov 1981,1.815183
1-10 Dec 1981,1.284914
11-20 Dec 1981,2.025733
21-31 Dec 1981,1.771638
1-10 Jan 1982,3.082377
11-20 Jan 1982,2.782323
21-31 Jan 1982,1.409473
1-10 Feb 1982,1.515971
11-20 Feb 1982,0.6167449
21-28 Feb 1982,2.259836
1-10 Mar 1982,9.544065
11-20 Mar 1982,12.43521
21-31 Mar 1982,4.559993
1-10 Apr 1982,10.28616
11-20 Apr 1982,5.070691
21-30 Apr 1982,17.19525
1-10 May 1982,20.4329
11-20 May 1982,27.60252
21-31 May 1982,13.66534
1-10 Jun 1982,7.212966
11-20 Jun 1982,25.20127
21-30 Jun 1982,7.250893
1-10 Jul 1982,21.41158
11-20 Jul 1982,36.65258
21-31 Jul 1982,92.33337
1-10 Aug 1982,71.16422
11-20 Aug 1982,102.8451
21-31 Aug 1982,79.80641
1-10 Sep 1982,22.48531
11-20 Sep 1982,6.307109
21-30 Sep 1982,13.22769
1-10 Oct 1982,6.778234
11-20 Oct 1982,3.500534
21-31 Oct 1982,1.310123
1-10 Nov 1982,1.508372
11-20 Nov 1982,1.821054
21-30 Nov 1982,2.02758
1-10 Dec 1982,1.599451
11-20 Dec 1982,1.467976
21-31 Dec 1982,1.83697
1-10 Jan 1983,1.334846
11-20 Jan 1983,3.32768
21-31 Jan 1983,1.432701
1-10 Feb 1983,0.6678656
11-20 Feb 1983,0.6326305
21-28 Feb 1983,1.523367
1-10 Mar 1983,3.077591
11-20 Mar 1983,4.768962
21-31 Mar 1983,2.693883
1-10 Apr 1983,1.803782
11-20 Apr 1983,1.372712
21-30 Apr 1983,4.610552
1-10 May 1983,19.11465
11-20 May 1983,25.05145
21-31 May 1983,11.01318
1-10 Jun 1983,23.87182
11-20 Jun 1983,8.022966
21-30 Jun 1983,10.07493
1-10 Jul 1983,26.52922
11-20 Jul 1983,70.02219
21-31 Jul 1983,115.8314
1-10 Aug 1983,87.29898
11-20 Aug 1983,74.76132
21-31 Aug 1983,146.7023
1-10 Sep 1983,18.94323
11-20 Sep 1983,23.41812
21-30 Sep 1983,11.8132
1-10 Oct 1983,3.462961
11-20 Oct 1983,3.074956
21-31 Oct 1983,2.424666
1-10 Nov 1983,2.714794
11-20 Nov 1983,4.120285
21-30 Nov 1983,2.953928
1-10 Dec 1983,1.492807
11-20 Dec 1983,1.478037
21-31 Dec 1983,1.724134
1-10 Jan 1984,1.498588
11-20 Jan 1984,1.415744
21-31 Jan 1984,1.413463
1-10 Feb 1984,0.3453447
11-20 Feb 1984,0.3577925
21-29 Feb 1984,2.357609
1-10 Mar 1984,5.607503
11-20 Mar 1984,7.166371
21-31 Mar 1984,4.648863
1-10 Apr 1984,2.495697
11-20 Apr 1984,2.200494
21-30 Apr 1984,2.479778
1-10 May 1984,4.554985
11-20 May 1984,14.80672
21-31 May 1984,14.87545
1-10 Jun 1984,18.68725
11-20 Jun 1984,11.68152
21-30 Jun 1984,24.40553
1-10 Jul 1984,45.77358
11-20 Jul 1984,63.39626
21-31 Jul 1984,69.89826
1-10 Aug 1984,72.57794
11-20 Aug 1984,55.94653
21-31 Aug 1984,26.15836
1-10 Sep 1984,31.92912
11-20 Sep 1984,17.94761
21-30 Sep 1984,7.358649
1-10 Oct 1984,2.90184
11-20 Oct 1984,2.352139
21-31 Oct 1984,1.979684
1-10 Nov 1984,3.44409
11-20 Nov 1984,3.860187
21-30 Nov 1984,2.619561
1-10 Dec 1984,2.584547
11-20 Dec 1984,2.436134
21-31 Dec 1984,2.745596
1-10 Jan 1985,2.079768
11-20 Jan 1985,2.046806
21-31 Jan 1985,2.374078
1-10 Feb 1985,0.7697263
11-20 Feb 1985,0.804458
21-28 Feb 1985,1.803998
1-10 Mar 1985,5.779651
11-20 Mar 1985,5.595234
21-31 Mar 1985,8.433665
1-10 Apr 1985,16.16403
11-20 Apr 1985,7.068529
21-30 Apr 1985,12.99754
1-10 May 1985,27.36082
11-20 May 1985,20.92507
21-31 May 1985,18.85286
1-10 Jun 1985,12.15998
11-20 Jun 1985,29.03191
21-30 Jun 1985,15.34317
1-10 Jul 1985,55.88148
11-20 Jul 1985,80.24322
21-31 Jul 1985,99.6093
1-10 Aug 1985,73.11594
11-20 Aug 1985,49.3202
21-31 Aug 1985,119.7773
1-10 Sep 1985,54.05698
11-20 Sep 1985,13.47698
21-30 Sep 1985,6.171
1-10 Oct 1985,2.586268
11-20 Oct 1985,1.617086
21-31 Oct 1985,1.564345
1-10 Nov 1985,2.10734
11-20 Nov 1985,4.477126
21-30 Nov 1985,1.442461
1-10 Dec 1985,1.804362
11-20 Dec 1985,1.53045
21-31 Dec 1985,1.796835
1-10 Jan 1986,1.585662
11-20 Jan 1986,1.50264
21-31 Jan 1986,1.473719
1-10 Feb 1986,0.6485767
11-20 Feb 1986,0.6749311
21-28 Feb 1986,1.439999
1-10 Mar 1986,3.635815
11-20 Mar 1986,2.549629
21-31 Mar 1986,3.258258
1-10 Apr 1986,3.320951
11-20 Apr 1986,2.854481
21-30 Apr 1986,4.091568
1-10 May 1986,8.555733
11-20 May 1986,17.43056
21-31 May 1986,17.58958
1-10 Jun 1986,21.28117
11-20 Jun 1986,196.6605
21-30 Jun 1986,132.8571
1-10 Jul 1986,77.06986
11-20 Jul 1986,115.8116
