T2,MODIS HAIN ET
Jul 2000,5.1
Jul 2001,9.5
Jul 2002,2.4
Jul 2003,26.7
Jul 2004,8.4
Jul 2005,25.2
Jul 2006,20.1
Jul 2007,48.3
Jul 2008,35.6
Jul 2009,23.3
Jul 2010,43.3
Jul 2011,13.7
Jul 2012,29.8
Jul 2013,2.9
Jul 2014,18.1
