Time,NDVI
Oct 1981,0.4731291
Oct 1982,0.4464839
Oct 1983,0.4130968
Oct 1984,0.3356129
Oct 1985,0.4072581
Oct 1986,0.4489355
Oct 1987,0.373742
Oct 1988,0.4123871
Oct 1989,0.3698065
Oct 1990,0.4188065
Oct 1991,0.2852258
Oct 1992,0.3695807
Oct 1993,0.3725484
Oct 1994,0.4666774
Oct 1995,0.4549678
Oct 1996,0.4367419
Oct 1997,0.3329355
Oct 1998,0.5077097
Oct 1999,0.4698065
Oct 2000,0.3939355
Oct 2001,0.4119678
Oct 2002,0.4194839
Oct 2003,0.4816774
Oct 2004,0.4469678
Oct 2005,0.4484839
Oct 2006,0.4739032
