Time,precipitation
1-10 Jan 1981,1.22931
11-20 Jan 1981,1.247629
21-31 Jan 1981,1.251891
1-10 Feb 1981,0.3606997
11-20 Feb 1981,0.4581233
21-28 Feb 1981,1.056492
1-10 Mar 1981,7.057787
11-20 Mar 1981,18.7151
21-31 Mar 1981,27.97493
1-10 Apr 1981,3.927043
11-20 Apr 1981,5.155968
21-30 Apr 1981,8.171674
1-10 May 1981,5.3442
11-20 May 1981,19.60384
21-31 May 1981,9.630287
1-10 Jun 1981,6.174886
11-20 Jun 1981,15.92159
21-30 Jun 1981,46.4289
1-10 Jul 1981,83.98001
11-20 Jul 1981,84.12541
21-31 Jul 1981,79.715
1-10 Aug 1981,85.78153
11-20 Aug 1981,93.24864
21-31 Aug 1981,92.15239
1-10 Sep 1981,16.83319
11-20 Sep 1981,24.73051
21-30 Sep 1981,16.02027
1-10 Oct 1981,8.798157
11-20 Oct 1981,1.214988
21-31 Oct 1981,1.353518
1-10 Nov 1981,2.306679
11-20 Nov 1981,1.96477
21-30 Nov 1981,2.285348
1-10 Dec 1981,1.362604
11-20 Dec 1981,1.817237
21-31 Dec 1981,1.64096
1-10 Jan 1982,2.516279
11-20 Jan 1982,2.589094
21-31 Jan 1982,1.254804
1-10 Feb 1982,1.080895
11-20 Feb 1982,0.5600417
21-28 Feb 1982,1.353173
1-10 Mar 1982,5.341739
11-20 Mar 1982,5.026178
21-31 Mar 1982,3.335148
1-10 Apr 1982,10.24947
11-20 Apr 1982,4.377059
21-30 Apr 1982,10.92711
1-10 May 1982,19.22823
11-20 May 1982,17.66047
21-31 May 1982,9.361654
1-10 Jun 1982,17.29163
11-20 Jun 1982,26.47518
21-30 Jun 1982,17.1902
1-10 Jul 1982,45.12773
11-20 Jul 1982,40.78098
1-10 Aug 1982,62.8722
11-20 Aug 1982,59.47702
21-31 Aug 1982,59.77594
1-10 Sep 1982,16.00245
11-20 Sep 1982,7.476925
21-30 Sep 1982,18.5695
1-10 Oct 1982,11.30421
11-20 Oct 1982,5.345641
21-31 Oct 1982,2.179562
1-10 Nov 1982,2.711448
11-20 Nov 1982,3.198687
