T2,MODIS HAIN ET
Jul 2000,21.0
Jul 2001,15.8
Jul 2002,4.4
Jul 2003,46.9
Jul 2004,33.6
Jul 2005,41.7
Jul 2006,28.6
Jul 2007,68.9
Jul 2008,73.9
Jul 2009,31.3
Jul 2010,52.2
Jul 2011,21.9
Jul 2012,51.3
Jul 2013,8.2
Jul 2014,32.3
