Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0.343207837837838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.176489694444444,0,0.292373829579579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.641342,0,0,0,0,0,0,0,0,0,0,0
3,0.225505444444444,0,0,0,0,0,0,0,0.225505444444444,0,0,0,0,0,8.118196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0.085861972972973,0,0,0,0,0,0,0,3.176893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0.0515608611111111,0,0,3.203008,0,0.0515608611111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.856191,0,0
6,0.3362732,3.362732,0.607612101930502,0.500508885714286,0.3362732,0,0.3362732,0.500508885714286,0.3362732,0,0.3362732,6.0845222,4.2990922,0,0.3362732,0.3362732,0.3362732,0,0.3362732,0.3362732,0.3362732,0,0.3362732,0.3362732,0.3362732,0,0.3362732,0.3362732,0.3362732,0,0.3362732,0.3362732,0.3362732,0,0.3362732,0.3362732,0.3362732
7,0,5.36611,0.4954796,0,17.5486296,0,0,0.565389243243243,0,0,0,0,0,0,0,0.4954796,0,0,0,4.296546,9.649755,0,0,0,0,0,5.903537,0,0,0,0,15.140957,0,0,0,0,0
8,0,0,0.59103527027027,2.5643,0.967711162162162,0,55.07436,0,5.661208,8.249544,0,0,0,0,17.881947,0.306547297297297,0,0,0,0,0,0,20.436988,0,0,0,0,0,10.943963,0,0,55.12739,0,0,0,0,10.04141
9,0,0,7.84443983333333,0,0,0.290387027027027,2.56269,0,0,0,13.0238158333333,0,0,33.287354,0,14.22703,0,0,0,10.74432,0,0,0,0,0.7678569,0,7.170938,0,0,0,0,0,0,0,0,0,0
10,0,0,0.142025756756757,0.121247083333333,0,7.087161,0.983100310810811,0.290250540540541,0.7570083,0,0,0.141074837837838,0.4861795,4.968074,24.585857,0,0,30.875168,0,3.060543,0,10.268317,0,12.17777,0,25.29493,0,3.693774,0,2.446158,0,0,0,5.219769,0,0,16.59689
11,0,0,0,0,0,5.667407,11.2046380277778,0,4.841469,16.202204,0.573338888888889,0,7.654257,0,24.796636,0.0779861666666667,0,25.877095,0,0,0,0,0.465185194444444,7.593855,3.033295,12.964425,0,12.89257,0,3.510112,0,0,0,0,9.8172,0,0
12,9.06377637152194,0,17.6558699016807,0,2.40149661111111,0,4.47462647310924,5.526454,0,107.286777,23.738848,1.218789,10.1964,34.036434,0,0,0,9.635697,0,0,0,10.97798,8.386601,0,3.86959,27.837665,7.729222,10.70301,29.70962,0,12.639681,28.681573,0,0,27.124629,0,5.940127
13,3.036796,0,21.0564892793651,0.858679055555556,0,0,0,0,37.924862,24.702141,0,13.373965,10.325483,15.724818,1.62220605714286,0,0,8.842372,4.78523,0,0,0,14.864049,2.643297,0,37.387448,0,60.9057,6.199937,9.220662,0,17.723523,49.401877,42.627166,18.597165,13.045701,4.897661
14,27.174154,13.861497,13.1165911714286,4.15964931031746,130.248632,0,9.92058222222222,0,4.811315,0,19.206271,15.397528,0,66.365474,104.045176,23.40337,0,0,0,0,0,0,3.429431,0,0,45.29165,0,0,39.442043,0,33.60432,60.652264,0,30.75322,67.033952,0,0
15,11.738037,22.67522,3.800664,2.12730528571429,83.490603,0,6.26009994444444,0,6.080223,0,2.908328,0,15.392422,49.705292,67.19177,22.2908652857143,0,0,0,0,5.179513,0,2.943825,40.068347,4.435176,3.699255,0,0,46.296893,5.954151,0,67.63594,22.750764,9.580421,0,0,17.033212
16,8.424801,0,0,0,0,11.191596,1.88830525,0,0,0,14.6148135,14.41923,4.728072,90.310397,22.849621,0,0,10.65815,0,0,0,0,10.35441,0,0,11.456115,27.026713,0,0,0,0,0,20.86169,0,0,10.60174,0
17,0.2928205,13.0208,0,0,7.075785,0,0,0,8.464514,0,0.184854916666667,0,0,14.458857,15.623779,0,0,0,0,0,0,0,0,0,0,12.202429,6.313854,0,0,0,0,0,0,8.889532,0,33.511464,9.318639
18,2.29978145714286,26.6835624722222,6.63410516666667,148.203468972222,5.39650695714286,13.21945,0,13.488843,53.39253,0,0,25.70344,7.436768,0,23.719635,0,27.986365,0,17.400731,28.932041,5.690615,13.179242,10.409601,0,187.686868,11.11006,0,4.644435,0,11.581541,27.311681,0,33.14145,11.85686,6.44491,0,38.62539
19,1.65153502941176,9.788135,30.675376,74.8016800294118,2.9599248,32.543764,34.643179,5.827689,95.296795,3.985873,0,50.358276,8.78320696830065,55.154259,113.824661,69.73348,140.877806,45.036657,34.581528,15.622677,19.187864,4.453691,57.267171,17.74316,34.337001,42.854593,14.311097,21.115324,41.03248,53.298506,19.469254,58.927576,35.298687,99.598402,71.454117,70.397323,14.73393
20,21.9787575,31.34054,25.074692,35.17346,12.119306,133.243934,56.449069,84.933939,100.4737388,41.001857,110.325066,96.7464304722222,54.745606,85.52662,118.47354,106.948894,110.013679,38.628781,50.911361,38.443432,65.224442,49.42956,39.888021,39.33272,52.404715,43.536285,287.94619,173.825724,42.358814,107.377575,114.187266,21.09979,61.771669,120.869948,100.597252,81.631318,6.969218
21,90.7227788888889,45.3716739,64.713503,115.652608413889,48.4465335555556,187.532464277778,9.000042,149.360686,137.837377,50.58071,159.619875,78.974425,128.41201,135.984429,95.209332,151.137832,133.21667,49.166476,92.849055,86.487349,60.374478,23.523199,62.351302,122.853586,98.396359,133.166738,115.53475,105.023718,40.417042,150.561362,87.008927,80.351402,7.85253,110.978843,86.137747,15.706788,38.31906
22,67.041046,22.94088,63.25736,91.5717152222222,79.855067,81.49901,52.4140208055556,25.2725608055556,54.823833,77.583995,80.111819,38.478562,87.528266,112.065714,71.740448,106.300702,44.272377,80.087944,82.809941,47.88445,105.881893,84.1205358,34.722767,94.508882,109.622173,128.889118,31.0089,117.315087,46.885119,126.348055,27.303444,90.660285,85.84094,133.333571,139.753557,63.205318,51.628937
23,121.79448,27.2873992079365,61.1574043333333,75.84465425,97.8764223333333,181.458666,79.923557,35.826803,98.63757,131.358164,34.9994967301587,178.388830388889,103.276242,157.820206,79.134416,115.1748608,92.436366,96.841626,59.133162,33.829208,89.404097,54.468249,26.03141,42.341541,43.179052,61.13855,70.485812,125.151386,50.001917,43.406457,113.018955,111.88394,42.387315,136.35259,143.043708,75.85469,37.88492
24,107.487776,3.241262,125.754328,78.597545,10.677352,98.452363,106.399073,15.053632,14.1459992777778,48.463519,70.312522,92.984194,72.6375031,107.805486,53.38678,86.859442,138.024795,39.4587693,42.094352,13.561433,69.698802,6.758846,59.297004,115.670217,52.165355,48.487021,93.780461,136.303464,32.920991,89.673813,132.64194,83.586132,55.645905,17.36893,136.432977,113.131326,40.517729
25,17.324276,14.1712677075163,26.914448,95.36087375,5.754127,54.993249,25.8456527352941,72.498904,36.372642,25.857838,95.2125837352941,65.367495,3.563304,31.993846,3.791076,29.6110462,72.876127,14.311901,12.56595,25.107443,28.77709,16.217324,25.391955,73.38502,74.077732,46.95122,14.858794,43.578963,29.228319,1.985269,36.07938,42.165563,48.040407,48.712076,24.604241,107.095412,51.236102
26,12.0431856764706,52.200227,0.926505676470588,44.146504,0,35.1124615907563,1.05760244444444,11.522834,0,26.0649235833333,0,21.7768,11.5170449142857,8.305787,2.441994,26.947761,1.10191933333333,4.610204,24,0,0,3.437401,0,0,10.606554,4.455514,0,0,0,0,0,15.490895,27.208336,9.0677,0,12.849462,29.387198
27,0,17.0406409166667,0,34.299886,5.83816802857143,0,0,0,7.183941,0.372707028571429,5.710965,15.171711,0,0,0,1.50392083333333,0,5.569351,0,33.344083,8.957546,0,21.748903,0,0,1.763248,0,0,0,0,0,0,4.357548,0,0,0,48.943449
28,0,0,5.647709,0.571555833333334,4.627116,11.549857,0.330438916666667,0,18.814345,0,45.753929,3.908714,0,0,12.399994,13.2559766666667,9.976183,5.0460259,0,5.955447,0,0,0,4.852072,0,0,6.264465,0,0,0,0,25.903195,5.992102,0,0,0,96.930169
29,0,0,0,0,0,26.6876299444444,28.960143,0,0,0,0.287558888888889,0,0.436008,0,67.985358,0,24.15083,0,0,1.946488,0,2.958142,0,3.622743,10.31987,0,0,0,0,0,13.392544,4.883837,6.0053765,4.960045,0,31.319808,26.442905
30,0,1.81606730079365,1.33266522222222,7.5709065,17.946116,0,0.724646514285714,0.724646514285714,3.819103,46.107708,17.393299,0,0,0,40.4029518285714,0,0,13.818405,29.82089,6.357881,0,0,0,71.729529,0,19.320756,4.997952,0,0,28.568601,0,0,17.28826,0,4.411116,9.605594,0
31,0.148451472222222,0.460681257142857,0,0.355987714285714,0,0,1.16202961825397,0.476353242063492,0,5.344253,0,0,0,0,10.594675,0,0,16.087324,0,0,0,0,0,0,0,21.533858,0,0,23.0778651,12.788268,0,0,23.166761,4.657367,0,0,17.506094
