Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0.0142857142857143,0.0142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0.0242424242424242,0.0242424242424242,0,0.0242424242424242,0,0,0.0242424242424242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0
6,0,0,0.352941176470588,0,0,0,0,0.352941176470588,0,0,0,0,0.352941176470588,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
7,0,20.3,3.24411764705883,3.26126050420169,20.3,0,0,3.24411764705883,0,0,0,0.0171428571428571,0,0,0,0,0,0,0,0,22.8,0,0,0,0,0,21.6,0,0,0,0,25.9,0,0,0,0,0
8,2.04285714285714,0,5.23428571428571,35.7,3.19142857142857,17.9,23.9,0,0,0,0,0,0,0,17.9,0,0,0,0,0,0,0,23.9,17.9,0,0,0,0,0,0,0,46,0,0,0,0,0
9,0,0,22.28,0,0,0,44.6,0,17.9,0,0,4.38,0,93.5,0,32.8,0,0,0,38.6,0,0,0,0,0,0,19.4,0,0,0,0,0,0,0,0,0,0
10,7.26285714285714,0,11.9588235294118,6.9,31,22.6,6.5,7.3,19.4,7.2,16.8,6.25882352941177,13.5216806722689,19.2,48.4,0,0,74.5,0,26.1,6.5,44.1,0,12.9,9.8,12.2,9.1,14.5,5,6.8,11.7,7.7,0,15.2,0,0,19.9
