"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,29.05,3.87,32.61,0,0,78.68,78.68
1984,16,6.49,22.23,70.34,0,0,0,0
1985,16,0.08,25.08,75,100,0,0,100
1986,16,25,50,75,0,0,0,0
1987,16,35.31,29.5,39.23,0,0,57.33,57.33
1988,16,3.81,25,75,100,0,0,100
1989,16,3.27,17.04,67.04,100,0,0,100
1990,16,0,0,50,100,0,22.58,122.58
1991,16,10.71,25,75,0,0,0,0
1992,16,0,15.2,65.2,100,0,0,100
1993,16,25.75,25,75,0,0,0,0
1994,16,25,25,75,0,0,0,0
1995,16,0,25,75,100,0,0,100
1996,16,22.03,12.84,37.84,0,0,61.8,61.8
1997,16,52.96,50,50,0,0,22.58,22.58
1998,16,44.94,49.77,75,0,0,0,0
1999,16,0,25,75,100,0,0,100
2000,16,26.66,37.53,62.53,0,0,0,0
2001,16,0,8.93,58.93,100,0,0,100
2002,16,4.57,13.13,63.13,100,0,0,100
2003,16,30.27,47.97,72.97,0,0,0,0
2004,16,13.44,13.44,50,0,0,22.58,22.58
2005,16,18,43,63.65,0,0,0,0
2006,16,20.43,32.85,62.43,0,0,0,0
2007,16,3.96,25,75,100,0,0,100
2008,16,9.08,12.21,62.21,0,0,0,0
2009,16,6.92,21.44,45.21,0,0,38.03,38.03
2010,16,8.02,5.71,55.71,0,0,4.15,4.15
2011,16,30.66,30.66,64.59,0,0,0,0
2012,16,23.62,43.95,75,0,0,0,0
2013,16,9.33,24.53,65.2,0,0,0,0
2014,16,0,25,75,100,0,0,100
2015,16,13.28,24.39,74.39,0,0,0,0
2016,16,18.34,25,64.21,0,0,0,0
2017,16,9.97,25,73.14,0,0,0,0
2018,16,12.53,25,75,0,0,0,0
2019,16,51.97,35.73,42.06,0,0,48.19,48.19
