"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,31.05,25.41,73.13,0,0,0,0
1984,16,50,50,72.83,0,0,0.65,0.65
1985,16,29.41,29.41,75,6.1,0,0,6.1
1986,16,41.37,50,75,0,0,0,0
1987,16,75,34.78,58.54,0,0,53.54,53.54
1988,16,71.39,50,75,0,0,0,0
1989,16,35.41,35.41,75,0,0,0,0
1990,16,50,50,75,0,0,0,0
1991,16,32.08,50,75,0,0,0,0
1992,16,0,13.45,63.45,100,0,35.35,135.35
1993,16,43.11,36.07,74.1,0,0,0,0
1994,16,66.6,50,75,0,0,0,0
1995,16,37.44,37.18,62.18,0,0,40.08,40.08
1996,16,68.84,43.84,75,0,0,0,0
1997,16,75,50,62.2,0,0,40.01,40.01
1998,16,48.46,50,75,0,0,0,0
1999,16,34.8,50,75,0,0,0,0
2000,16,30.4,44.09,75,2.31,0,0,2.31
2001,16,71.55,50,75,0,0,0,0
2002,16,50,50,75,0,0,0,0
2003,16,30.89,38.78,75,0.42,0,0,0.42
2004,16,17.48,22.36,57.95,52,0,55.75,107.75
2005,16,31.15,50,75,0,0,0,0
2006,16,43,50,75,0,0,0,0
2007,16,59.08,47.18,75,0,0,0,0
2008,16,64.02,41.67,75,0,0,0,0
2009,16,53.46,34.09,75,0,0,0,0
2010,16,20.16,22.03,68.4,41.69,0,17.03,58.72
2011,16,66.47,50,75,0,0,0,0
2012,16,35.72,50,75,0,0,0,0
2013,16,37.37,44.94,75,0,0,0,0
2014,16,27.93,50,72.87,11.8,0,0.48,12.28
2015,16,50,50,75,0,0,0,0
2016,16,35.82,50,75,0,0,0,0
2017,16,30.21,50,75,3.04,0,0,3.04
2018,16,62.09,41.94,75,0,0,0,0
2019,16,73.89,50,75,0,0,0,0
