"","MIXEDET"
"1983",16.1918549412019
"1984",48.8398085165806
"1985",51.1124149031015
"1986",45.8200374623699
"1987",1.39643630474274
"1988",52.4400670456682
"1989",35.4234631572736
"1990",53.2430158533024
"1991",40.4045090013328
"1992",43.1826526635315
"1993",26.6270210675074
"1994",92.4902747365252
"1995",65.0111839977929
"1996",38.5982767233408
"1997",-1.10221531179457
"1998",97.5409728447048
"1999",63.1763844228089
"2000",41.3
"2001",14.2
"2002",7.3
"2003",60
"2004",29
"2005",75.6
"2006",72.4
"2007",78.4
"2008",74.2
"2009",52.1
"2010",85.6
"2011",65.3
"2012",54.5
"2013",73.9
"2014",56.7
