Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0.0608144864864865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.250136,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0.151818888888889,0,0,0,0.18022072972973,0.4483256996997,0,6.668167,0,0,0,0,5.281077,11.155155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1.37646367226891,3.59665414705882,3.19198536764706,0.749835142857143,0,31.920314,0,3.81861389705882,2.97002561764706,0,2.17362078037702,0,0,0,0,0,0,0,0,0,0,0,21.30537,0,11.987371,0,0,0,0,0,0,0,0,0,28.392794,0,98.08607
6,0.6244334,6.244334,1.42756882471043,0.915636257142857,0.6244334,9,0.6244334,0.915636257142857,5.6626984,0,4.9238674,0.6244334,10.8165334,0,0.6244334,0.6244334,0.6244334,0,0.6244334,0.6244334,0.6244334,0,0.6244334,0.6244334,0.6244334,0,0.6244334,0.6244334,0.6244334,0,0.6244334,0.6244334,0.6244334,0,0.6244334,0.6244334,14.5276734
7,0,4.280599,0.524014571428571,0,61.2473105714286,0,0.995821864864865,2.83763105405405,0,0,0,92.34751,0,7.806629,0,0.524014571428571,0,0,0,10.01313,0,0,0,0,0,0,1.998381,0,0,0,0,19.043359,0,0,0,0,3.075638
8,0,11.7022,2.01922116216216,9.722851,2.03953554054054,0,14.45586,0,0,23.63996,21.2717,4.227983,0,0,30.644619,2.03124924324324,0,0,16.041521,0,28.90004,8.116802,62.194148,51.742715,12.48246,0,8.987536,0,21.48602,0,0,35.296304,5.000706,65.10007,4.084707,0,8.893061
9,0.206617916666667,0,4.25570217192192,0,19.66328,0.676434594594595,14.7744,3.231148,0,0,17.4805354444444,0,0,36.013269,15.413286,6.313309,0,0,4.375524,25.573255,0,0,0,4.058619,18.016565,0,18.63746,0,0,5.12858,0,0,3.548161,0,3.656258,0,35.222736
10,8.12513216388889,0,0.504650594594595,0.29515372972973,20.4339,7.892505,1.14247072297297,2.67255562162162,0,0,28.713992,0.654937972972973,14.17047775,0,21.635757,0,0,23.788144,0,26.388731,0,9.875049,0,40.55818,56.85645,10.46159,6.449613,18.860388,9.5246239,0,0,22.817177,0,6.715545,0,0,8.10939
11,7.75655,0,0,6.227128,0,8.891334,21.0096969722222,0,0,0,1.01786661111111,0,17.071994,9.886196,0,0.720163388888889,0,21.373829,0,13.06535,16.041986,11.908271,28.1657296666667,36.880341,0,0,0,13.342744,0,4.627895,10.67809,0,0,20.166282,0,0,35.978081
12,21.5898775920635,0,7.31988994285714,1.152219,1.21990327777778,0,2.74197277142857,20.45958,0,21.205227,27.454537,0.7924376,0,0,0,0,0,5.965585,0,0,0,0,6.292723,22.44663,10.352835,28.79194,0,0,0,7.692101,5.317894,6.830835,0,6.592904,18.425951,9.28129,0
13,1.713932,25.368248,28.4129419214286,2.16421422222222,22.234247,0,0,0,18.718536,18.0059887,0,4.390244,4.834608,5.625091,1.68082717142857,32.43744,0,6.325726,17.275563,0,0,0,20.141158,98.37638,0,41.505883,0,46.790107,0,6.364942,0,20.72452,31.027895,18.032309,15.150047,0,0
14,3.690344,22.95321,1.17092,22.6164859444444,87.424845,0,2.66427623055556,0,0,12.70343,7.30932,7.9711043,7.0058,65.425759,4.323313,5.526328,0,0,0,0,0,0,8.412291,0,1.599093,0,5.748377,0,41.346655,0,0,18.253842,0,0,46.348788,8.184633,0
