"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,31.74,29.26,75,0,0,0,0
1984,16,2.74,11.67,58.93,100,0,42.63,142.63
1985,16,15.56,40.56,75,44.44,0,0,44.44
1986,16,32.58,50,75,0,0,0,0
1987,16,74.37,49.37,75,0,0,0,0
1988,16,41.62,25,75,0,0,0,0
1989,16,59.62,34.62,75,0,0,0,0
1990,16,11.48,11.48,50,65.89,0,69.7,135.59
1991,16,50.65,33.06,58.06,0,0,45.29,45.29
1992,16,0,17.13,67.13,100,0,17.77,117.77
1993,16,57.8,49.08,75,0,0,0,0
1994,16,45.41,45.41,75,0,0,0,0
1995,16,25,50,75,0,0,0,0
1996,16,75,50,75,0,0,0,0
1997,16,54.39,45.16,75,0,0,0,0
1998,16,50,50,75,0,0,0,0
1999,16,28.77,50,75,0,0,0,0
2000,16,27.31,44.22,69.22,0,0,11.45,11.45
2001,16,16.09,41.09,75,41.65,0,0,41.65
2002,16,35.99,19.1,58.1,0,0,45.14,45.14
2003,16,38.21,38.21,75,0,0,0,0
2004,16,24.12,30.64,53.68,0,0,58.54,58.54
2005,16,25,50,75,0,0,0,0
2006,16,30.61,50,75,0,0,0,0
2007,16,13.24,34.89,75,56.61,0,0,56.61
2008,16,31.93,44.96,75,0,0,0,0
2009,16,58.91,50,75,0,0,0,0
2010,16,62,35.56,60.56,0,0,37.7,37.7
2011,16,50,50,75,0,0,0,0
2012,16,25,50,75,0,0,0,0
2013,16,6.66,28.4,71.74,91.24,0,3.83,95.08
2014,16,11.11,36.11,75,67.84,0,0,67.84
2015,16,25,25,75,0,0,0,0
2016,16,43.06,50,75,0,0,0,0
2017,16,37.88,50,75,0,0,0,0
2018,16,50.84,45.91,75,0,0,0,0
2019,16,75,50,75,0,0,0,0
