"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,27.29,2.19,35.79,0,0,13.58,13.58
1984,16,10.81,13.22,24.47,0,0,50.11,50.11
1985,16,10.52,9.09,47.03,0,0,0,0
1986,16,26.16,50,75,0,0,0,0
1987,16,34.53,14.67,11.13,0,0,93.12,93.12
1988,16,0.5,12.26,62.26,100,0,0,100
1989,16,0.21,5.21,36.48,100,0,11.34,111.34
1990,16,0,11.34,54.39,100,0,0,100
1991,16,11.18,30.44,51.62,0,0,0,0
1992,16,0,0,47.87,100,0,0,100
1993,16,19.19,27.91,64.79,0,0,0,0
1994,16,27.48,43.57,75,0,0,0,0
1995,16,3.85,28.85,75,100,0,0,100
1996,16,29.35,32.85,75,0,0,0,0
1997,16,24.1,30.29,60.18,0,0,0,0
1998,16,30.91,43.13,68.13,0,0,0,0
1999,16,0.99,25.99,75,100,0,0,100
2000,16,31.23,31.74,57.5,0,0,0,0
2001,16,0,0,42.19,100,0,0,100
2002,16,3.99,0,22.93,100,0,55.05,155.05
2003,16,13.78,11.61,26.85,0,0,42.41,42.41
2004,16,2.31,2.61,39.92,100,0,0.26,100.26
2005,16,0,5.56,47.3,100,0,0,100
2006,16,20.43,19.32,41.03,0,0,0,0
2007,16,11.15,30.52,75,0,0,0,0
2008,16,3.66,7.76,46.54,100,0,0,100
2009,16,0,5.22,49.97,100,0,0,100
2010,16,0,25,75,100,0,0,100
2011,16,25.51,25.51,63.02,0,0,0,0
2012,16,12.16,30.37,52.18,0,0,0,0
2013,16,0.45,9.53,59.53,100,0,0,100
2014,16,6.21,5.16,51.6,0,0,0,0
2015,16,30.16,24.36,66.89,0,0,0,0
2016,16,12.12,17.24,62.28,0,0,0,0
2017,16,0.43,25.43,36.16,100,0,12.38,112.38
2018,16,9,25,71.44,0,0,0,0
2019,16,0,0,20.15,100,0,64.03,164.03
