Time,precipitation
1-10 Jan 1981,2.775997
11-20 Jan 1981,3.511543
21-31 Jan 1981,2.218437
1-10 Feb 1981,2.543926
11-20 Feb 1981,3.29595
21-28 Feb 1981,2.201943
1-10 Mar 1981,25.94281
11-20 Mar 1981,26.46289
21-31 Mar 1981,56.11984
1-10 Apr 1981,9.789837
11-20 Apr 1981,20.81421
21-30 Apr 1981,27.17579
1-10 May 1981,2.606814
11-20 May 1981,4.311498
21-31 May 1981,1.735094
1-10 Jun 1981,0.1209048
11-20 Jun 1981,2.7387036E-04
21-30 Jun 1981,2.303061
1-10 Jul 1981,67.51542
11-20 Jul 1981,52.94787
21-31 Jul 1981,52.91947
1-10 Aug 1981,50.01715
11-20 Aug 1981,67.21332
21-31 Aug 1981,54.44445
1-10 Sep 1981,7.552416
11-20 Sep 1981,6.215575
21-30 Sep 1981,2.39248
1-10 Oct 1981,3.321478
11-20 Oct 1981,1.877096
21-31 Oct 1981,2.351413
1-10 Nov 1981,3.070946
11-20 Nov 1981,3.286546
21-30 Nov 1981,3.284729
1-10 Dec 1981,1.508076
11-20 Dec 1981,1.625644
21-31 Dec 1981,4.403881
1-10 Jan 1982,22.07229
11-20 Jan 1982,15.42927
21-31 Jan 1982,2.135765
1-10 Feb 1982,11.82083
11-20 Feb 1982,14.51252
21-28 Feb 1982,30.49314
1-10 Mar 1982,20.55068
11-20 Mar 1982,10.84569
21-31 Mar 1982,25.4285
1-10 Apr 1982,22.60934
11-20 Apr 1982,25.7032
21-30 Apr 1982,9.126698
1-10 May 1982,15.30183
11-20 May 1982,20.88491
21-31 May 1982,5.966506
1-10 Jun 1982,0.2330815
11-20 Jun 1982,0.001089573
21-30 Jun 1982,2.417324
1-10 Jul 1982,7.518627
11-20 Jul 1982,10.99354
21-31 Jul 1982,36.10445
1-10 Aug 1982,35.07034
11-20 Aug 1982,47.87804
21-31 Aug 1982,28.94809
1-10 Sep 1982,11.35509
11-20 Sep 1982,1.535677
21-30 Sep 1982,4.007647
1-10 Oct 1982,7.038935
11-20 Oct 1982,7.577263
21-31 Oct 1982,2.240732
1-10 Nov 1982,8.782077
11-20 Nov 1982,3.323101
21-30 Nov 1982,3.352549
1-10 Dec 1982,1.390159
11-20 Dec 1982,7.291341
21-31 Dec 1982,2.530399
1-10 Jan 1983,3.868093
11-20 Jan 1983,5.596701
21-31 Jan 1983,10.26601
1-10 Feb 1983,14.39484
11-20 Feb 1983,9.069792
21-28 Feb 1983,6.451585
1-10 Mar 1983,3.606194
11-20 Mar 1983,4.300169
21-31 Mar 1983,5.631446
1-10 Apr 1983,23.60357
11-20 Apr 1983,39.97243
21-30 Apr 1983,29.4301
1-10 May 1983,20.24665
11-20 May 1983,46.51493
21-31 May 1983,23.11157
1-10 Jun 1983,1.444271
11-20 Jun 1983,8.4517809E-04
21-30 Jun 1983,3.97607
1-10 Jul 1983,9.727796
11-20 Jul 1983,16.91057
21-31 Jul 1983,49.06134
1-10 Aug 1983,33.83525
11-20 Aug 1983,24.0402
21-31 Aug 1983,91.05894
1-10 Sep 1983,6.172493
11-20 Sep 1983,10.86138
21-30 Sep 1983,2.846349
1-10 Oct 1983,3.495451
11-20 Oct 1983,3.486249
21-31 Oct 1983,3.196176
1-10 Nov 1983,3.203826
11-20 Nov 1983,5.175178
21-30 Nov 1983,3.397404
1-10 Dec 1983,1.753985
11-20 Dec 1983,1.636811
21-31 Dec 1983,2.943496
1-10 Jan 1984,4.210176
11-20 Jan 1984,4.582006
21-31 Jan 1984,5.56744
1-10 Feb 1984,3.318934
11-20 Feb 1984,3.210829
21-29 Feb 1984,7.437154
1-10 Mar 1984,11.96653
11-20 Mar 1984,24.11025
21-31 Mar 1984,4.132537
1-10 Apr 1984,8.211336
11-20 Apr 1984,9.202097
21-30 Apr 1984,6.81433
1-10 May 1984,8.874106
11-20 May 1984,32.88464
21-31 May 1984,16.84776
1-10 Jun 1984,0.7764115
11-20 Jun 1984,0.001365632
21-30 Jun 1984,5.2023
1-10 Jul 1984,19.0319
11-20 Jul 1984,14.61748
21-31 Jul 1984,29.67132
1-10 Aug 1984,27.25414
11-20 Aug 1984,13.13022
21-31 Aug 1984,8.8174
1-10 Sep 1984,13.32101
11-20 Sep 1984,7.122202
21-30 Sep 1984,3.380178
1-10 Oct 1984,1.688513
11-20 Oct 1984,2.123893
21-31 Oct 1984,2.460693
1-10 Nov 1984,4.221588
11-20 Nov 1984,5.090929
21-30 Nov 1984,4.953163
1-10 Dec 1984,9.434114
11-20 Dec 1984,9.289496
21-31 Dec 1984,5.091117
1-10 Jan 1985,4.956003
11-20 Jan 1985,5.551939
21-31 Jan 1985,8.078445
1-10 Feb 1985,5.141866
11-20 Feb 1985,5.162323
21-28 Feb 1985,2.9167
1-10 Mar 1985,6.031563
11-20 Mar 1985,4.783598
21-31 Mar 1985,37.75164
1-10 Apr 1985,52.26418
11-20 Apr 1985,23.20393
21-30 Apr 1985,76.51539
1-10 May 1985,28.01659
11-20 May 1985,4.564206
21-31 May 1985,5.231395
1-10 Jun 1985,0.294189
11-20 Jun 1985,0.002653751
21-30 Jun 1985,3.294758
1-10 Jul 1985,32.58535
11-20 Jul 1985,34.32638
21-31 Jul 1985,19.63081
1-10 Aug 1985,25.08905
11-20 Aug 1985,16.87591
21-31 Aug 1985,72.30711
1-10 Sep 1985,14.88327
11-20 Sep 1985,3.140168
21-30 Sep 1985,2.651765
1-10 Oct 1985,2.501313
11-20 Oct 1985,2.270814
21-31 Oct 1985,3.030171
1-10 Nov 1985,2.369929
11-20 Nov 1985,2.564198
21-30 Nov 1985,2.350229
1-10 Dec 1985,4.554605
11-20 Dec 1985,2.547357
21-31 Dec 1985,4.686702
1-10 Jan 1986,4.362352
11-20 Jan 1986,4.474004
21-31 Jan 1986,5.568751
1-10 Feb 1986,8.891969
11-20 Feb 1986,18.16228
21-28 Feb 1986,8.557405
1-10 Mar 1986,8.75255
11-20 Mar 1986,6.867731
21-31 Mar 1986,15.80377
1-10 Apr 1986,45.39392
11-20 Apr 1986,60.32639
21-30 Apr 1986,20.95277
1-10 May 1986,5.387838
11-20 May 1986,21.3526
21-31 May 1986,7.609488
1-10 Jun 1986,0.3220049
11-20 Jun 1986,0.004505911
21-30 Jun 1986,36.77607
1-10 Jul 1986,40.73742
11-20 Jul 1986,23.08957
21-31 Jul 1986,99.39892
1-10 Aug 1986,78.37574
11-20 Aug 1986,16.81852
21-31 Aug 1986,98.94415
1-10 Sep 1986,45.26523
11-20 Sep 1986,18.53477
21-30 Sep 1986,5.234498
1-10 Oct 1986,2.459793
11-20 Oct 1986,1.501078
21-31 Oct 1986,2.67599
1-10 Nov 1986,2.25527
11-20 Nov 1986,2.631949
21-30 Nov 1986,2.49505
1-10 Dec 1986,4.201086
11-20 Dec 1986,3.320847
21-31 Dec 1986,5.054318
1-10 Jan 1987,4.60213
11-20 Jan 1987,4.739065
21-31 Jan 1987,5.123387
1-10 Feb 1987,6.683251
11-20 Feb 1987,5.543287
21-28 Feb 1987,6.796207
1-10 Mar 1987,56.1006
11-20 Mar 1987,23.90953
21-31 Mar 1987,31.88804
1-10 Apr 1987,70.86989
11-20 Apr 1987,6.57123
21-30 Apr 1987,4.334859
1-10 May 1987,10.27804
11-20 May 1987,54.21252
21-31 May 1987,22.27991
1-10 Jun 1987,0.2428344
11-20 Jun 1987,0.001540418
21-30 Jun 1987,1.469224
1-10 Jul 1987,25.07305
11-20 Jul 1987,11.13245
21-31 Jul 1987,12.8893
1-10 Aug 1987,65.51813
11-20 Aug 1987,90.15787
21-31 Aug 1987,19.61748
1-10 Sep 1987,8.216811
11-20 Sep 1987,4.112259
21-30 Sep 1987,12.65673
1-10 Oct 1987,11.28698
11-20 Oct 1987,2.7829
21-31 Oct 1987,3.85454
1-10 Nov 1987,2.259462
11-20 Nov 1987,2.628642
21-30 Nov 1987,2.32548
1-10 Dec 1987,3.041605
11-20 Dec 1987,2.585552
21-31 Dec 1987,6.539868
1-10 Jan 1988,5.86795
11-20 Jan 1988,6.458689
21-31 Jan 1988,7.963638
1-10 Feb 1988,15.55495
11-20 Feb 1988,28.06525
21-29 Feb 1988,15.16557
1-10 Mar 1988,4.319862
11-20 Mar 1988,2.993403
21-31 Mar 1988,3.409222
1-10 Apr 1988,22.37848
11-20 Apr 1988,48.27306
21-30 Apr 1988,31.1301
1-10 May 1988,4.451813
11-20 May 1988,7.921454
