Time,NDVI
Oct 1981,0.5113548
Oct 1982,0.5120081
Oct 1983,0.4904113
Oct 1984,0.4418629
Oct 1985,0.4006532
Oct 1986,0.4264032
Oct 1987,0.4253629
Oct 1988,0.472871
Oct 1989,0.5046371
Oct 1990,0.4824355
Oct 1991,0.3929516
Oct 1992,0.4906532
Oct 1993,0.4546855
Oct 1994,0.5598065
Oct 1995,0.4605968
Oct 1996,0.3937016
Oct 1997,0.4374113
Oct 1998,0.5089839
Oct 1999,0.4727178
Oct 2000,0.4505081
Oct 2001,0.4656613
Oct 2002,0.4059516
Oct 2003,0.4199194
Oct 2004,0.4539275
Oct 2005,0.4317339
Oct 2006,0.4297984
