"","1","2","3"
"1981",5,30,75
"1982",12,34,75
"1983",30,40,75
"1984",23,41,75
"1985",0,25,75
"1986",41,42,63
"1987",3,28,74
"1988",29,40,75
"1989",41,40,66
"1990",24,37,65
"1991",20,45,75
"1992",0,0,50
"1993",0,25,75
"1994",35,49,75
"1995",3,25,75
"1996",41,41,75
"1997",17,40,50
"1998",14,39,75
"1999",8,33,75
"2000",25,50,75
"2001",62,50,75
"2002",13,8,52
"2003",25,50,75
"2004",11,14,53
"2005",20,44,75
"2006",7,31,75
"2007",52,50,75
"2008",10,25,75
"2009",0,18,68
"2010",0,25,75
"2011",25,50,75
"2012",25,50,75
"2013",52,50,75
"2014",9,34,75
"2015",28,36,61
"2016",29,40,75
"2017",6,31,75
"2018",54,35,75
"2019",11,26,75
"2020",26.974358974359,42.6923076923077,75
