Time,HainET30Y Evapotranspiration
Jul 1983,18.54512
Jul 1984,14.65576
Jul 1985,27.97959
Jul 1986,17.37329
Jul 1987,31.39518
Jul 1988,20.23947
Jul 1989,21.13051
Jul 1990,18.53584
Jul 1991,27.23162
Jul 1992,23.26664
Jul 1993,23.44894
Jul 1994,21.93364
Jul 1995,24.38675
Jul 1996,19.91319
Jul 1997,24.92877
Jul 1998,21.11646
Jul 1999,23.80885
Jul 2000,26.88256
Jul 2001,19.81219
Jul 2002,28.67533
Jul 2003,24.40225
Jul 2004,25.71
Jul 2005,22.28063
Jul 2006,23.05522
Jul 2007,17.57757
Jul 2008,22.06851
Jul 2009,17.78521
Jul 2010,24.34146
Jul 2011,21.01476
Jul 2012,26.79148
Jul 2013,16.28091
