Time,NDVI
Oct 1981,0.4319919
Oct 1982,0.4420887
Oct 1983,0.4374758
Oct 1984,0.3830807
Oct 1985,0.4080323
Oct 1986,0.498871
Oct 1987,0.4299516
Oct 1988,0.4675162
Oct 1989,0.4032984
Oct 1990,0.4270565
Oct 1991,0.3406048
Oct 1992,0.4322339
Oct 1993,0.3626855
Oct 1994,0.4857097
Oct 1995,0.4407581
Oct 1996,0.3956936
Oct 1997,0.3299919
Oct 1998,0.5465404
Oct 1999,0.4625968
Oct 2000,0.4313065
Oct 2001,0.4389436
Oct 2002,0.3913307
Oct 2003,0.4458145
Oct 2004,0.4410323
Oct 2005,0.4282984
Oct 2006,0.4390887
