Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.294117647058824,0,0,0,0,0,0.294117647058824,0.294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0.797058823529412,0,0,0,0,0.797058823529412,0,0,0,0,0.797058823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1,0,0,0,0,0,0,0,0,0,0
7,0,0,4.44117647058823,7.0326050420168,0,0,0,4.44117647058823,0,0,26.7,2.59142857142857,0,39.8,23.2,0,0,0,0,26.1,0,0,0,40.8,0,0,27.8,0,0,0,22.6,34.7,0,0,0,0,0
8,4.37428571428571,0,9.69428571428571,33.8,5.32,0,0,0,30.3,0,0,0,21.7,0,27.5,0,0,0,0,0,0,0,27.4,18.8,0,0,28.5,46.1,0,0,0,37.4,21.5,0,0,0,46.3
9,0,0,5.15428571428572,0,0,0,46.3,0,0,0,0,5.15428571428572,21.2,91.8,0,0,0,0,0,36,25.8,0,0,0,43.5,0,29.2,0,0,19.6,0,0,34,22.4,0,0,0
10,4.05428571428571,0,3.96176470588236,8.1,7.7,12,0,5.4,16.3,4,19.7,7.16176470588236,8.01605042016807,6.4,22.5,0,0,58,0,13.1,0,21.5,0,11,11.2,7.7,7.8,6.7,5.5,2.9,2.9,3.8,0,3.1,0,6.7,9.4
11,8,12.5,3,28.5,18.0787878787879,13.2,12.6,0,4.3,7.3,10.1510101010101,4.3,23,13.3,3.4,10.1787878787879,12.9,26.3,0,3.4,3.4,13.9,11.9787878787879,12.3,6.2,11.9,4,20.7,2.8,18.7,18.8,6.7,0,12.3,0,4,13.5
12,19,0,30.3,10.5,5.77999999999999,0,8.67999999999999,42.6,3.8,12.2,32,13.9,12.6,15.1,8.3,9.6,10.5,13.5,4.2,0,8,10.8,23.2,7.2,8,18.3,0,10,13.9,8,8.3,44.5,0,9.9,20.5,5.5,13
13,31,11.6,10.0757575757576,8.8,17.6,5.5,0,6.8,55.7757575757576,48.6,19.1900432900433,32.6,31.3,33,24.5,10.0757575757576,0,22.5,18.4,4.9,5.5,0,6.8,30.6,0,39.2,0,48.7,0,19.4,8.2,21.8,47.1,45.1,36.3,9.11428571428571,0
14,35,28.8,27.7,22.0055555555556,71.4,11.9,17.3,0,7.5,7.5,48.3,26.9,29.6,57,17.5,24,0,0,0,6.9,0,0,22.4,8.8,14.9,32.3,8,8.4,46.4,8.8,31.6,63,9.8,0,92.1,0,28.4
15,22,22.8,0,27.5085714285714,130.4,6,11.4085714285714,7.7,20.7,8.5,24.7,0,18.6,100.6,63.7,9.4,6.7,6,6,0,7.7,9.4,43.1,28.1,13,7.7,0,13.5,82.2,12.3,0,42.1,24.6,9.4,10.9,11.4,27.9
16,29.6,5.4,0,16.5885714285714,27.2,25.1,16.4357936507936,6.3,13.2,0,58.3,29.6,8.6,56.2,50.9,34.9,6.7,18.9,11.4,9.5,12.3,0,0,0,20.9,26.1,6.3,38.5,0,0,0,0,7.2,0,12.4,24.5,35.1
17,0,19,17.6,46.9,53,26,31.1,11.5,38,0,24.9,7,0,76.2,12.6,0,13.5,0,25,17.9,32.6,12,0,19.3,24.1,27.6,11,28.4,65.3,17.2,13.9,0,32.2,29.2,0,46,59
18,8,0,9.2,66.5,31.7083333333333,18,26.8,22.5,22.1,11.3,25.5,41.5,18.1,34.2,31.4,24.2,42.1,51.9,40.1,10.3,37.6,46.5,29.4,61.4,39.2,32.4,40,32.6,61.2,68.7,39.1,22.3,0,55.6,47.7,43.5,40
19,43.3166666666667,39,59.6,93.3,33.8,58,50.5,28.5,57,20.9,45.4,86,58.7,74.1,99.2,66.6,62.3,61.7,36,27.6,62.1,26.8,73.2,47.7,105.4,53.8,71.8,68.2,61,76.1,68.3,56.8,75,51.2,60,104.3,51.8
20,23.9,31.7,91.5,59.8,41.5,138.4,83.2,78.7,47.1,63.7,58.7,48.6,93.4,89.1,33.8,83.5,101.7,64.5,70.1,44.2,30.6,71.3,80,30.1,107.6,69.7,44.2,134.8,70.5,73.9,74.7,45.6,65,57.1,51.3,59.5,49
21,62.9,46.3,57.2,94.3388888888889,57.5388888888889,106.6,52.4,57.8,53.6,60.1,58.3,91.6,109.8,46.4,52.7,153.8,62.5,93.8,127.9,67.3,59.7,61.2,64.1,67,94,61.9,83.4,77.7,95.6,118.2,88.4,85.4,53.5,139.9,34.1,46.9,56.2
22,50.9,21.7,45.4,81.3122222222223,68.34,87.2,60.7,35.7,59.1,71.7,48.6,28.1,88.5,76.4,59.5,69,55.2,137.3,144.8,94.8,105.8,125.1,72.5,79.1,100.1,79.6,33.6,103.8,115.1,115,75.8,113.9,91.1,110.9,76.3,119.3,107.3
23,59.2,50.8212121212121,25.9,47.5212121212121,65.1212121212121,62.9,54.7,38.4,49.6,127.2,49.1212121212121,118.2,78.9,63.2,52.7,142.9,86.8,139.6,126.2,64.8,118.6,70.4,71.4,65.1,67.7,39.9,39.8,131.7,50.5,58.1,86.2,50.3,45.8,51.8,129.6,67.3,35.4
24,54.9,27.5,65.2,70,31.8,41.7,31.3,27.3,33.9,71.6,50.4,66.6,77.6,103.2,23.6,145.7,115.4,77.9,86.5,48.3,101.4,28.5,102.8,104.1,70.5,56.3,113.6,132.6,74.9,53,60.3,108.8,96.175,39.4,128.1,78.7,63.9
25,9,24.841512605042,29.4,30.7529411764706,9.5,18.5,17.8885714285714,19,15,12.2,20.8,21.4,19.4,39,6.8,33.4,30.8,21.3,20.2,35.8,21.6,9.8,26.8,40.4,35.2,50.6,16.5,34,21.5,17.6,32.7,40.2,29.1529411764706,23.6,21.6,40.9,22
26,7.6,20.2,11.48,10.8,3.8,20.18,8.9,10.1,6.6,12,8.5,17.8,7.9,14.7,6.3,17.6,18.6,7.8,12,14.1,11.2,9.7,13.2,6.3,7.6,9.4,0,17.8,7.2,7.2,9.6,20.4,15.7,12.1,10,18.5,13.6
27,2.1,4.8,3.5,8.4,1.9,10.4,7.31062091503267,11.7,11.5,4.2,10.6,9.4,3.84117647058823,3,3.9,17,11.9,19.6,2.5,4.8,15.5,2.4,10.8,7.64117647058823,0,9.2,0,4.7,6.7,0,5.9,0,11.4,8.8,10.3,1.8,23
28,3.11142857142857,0,0,5.6,6.1,6.4,0,0,16.6,5.1,5.41142857142857,0,0,0,3.2,18.3,20.1,15,3.2,0,3.9,3.7,3.1,0,0,4.9,5.6,2.8,0,0,9,18,2.5,0,9,0,17.6
29,1.3,0,0,0,1.7,9.9,3.6,0,1.7,0,2.64,0,1.34,0,14.5,0,7.6,7.5,1.3,2.2,0,2.4,0,2.5,0,1.7,2.6,0,0,0,4.1,4.1,3.3,3.9,3.4,6.8,7.6
30,0.982857142857143,0,0,2.2,2.8,0,0,0,2,4.2,9.1,1.7,1.5,0.982857142857143,19.5,0,0,7.2,0,5.3,1.7,0,0,9.6,0,4.6,0,0,0,2.1,0,0,5,1.3,0,0,0
31,0,0,3.94857142857142,3.94857142857142,0,0,6.64722222222222,0,0,24.6,0,0,0,0,0,0,0,36,0,0,0,14.4,0,0,0,12.7,0,0,32.3,70.7,0,0,47.3,53,14.4,0,72.1
32,2.84242424242425,5.52477718360072,31.6,0,0,5.52477718360072,0,0,0,0,2.68235294117647,0,2.84242424242425,25,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,25,16.2,30.6,0,0,31.6,0
33,0,6.63705882352942,0,4.59705882352941,0,6.63705882352942,0,0,0,0,0,0,0,27.9,0,0,0,43.3,0,0,0,27.9,0,0,0,0,0,0,0,28.1,52.7,0,0,0,0,0,47.8
34,0,0,0,0,0,0.357478991596639,0.0117647058823529,0,0,0,0.345714285714286,0,0,0,0,0,0,0.4,0,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0117647058823529,0,0,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0
