Time,precipitation
1-10 Jan 1981,0.4547973
11-20 Jan 1981,0.4920235
21-31 Jan 1981,0.5250395
1-10 Feb 1981,0.0
11-20 Feb 1981,0.165637
21-28 Feb 1981,1.056022
1-10 Mar 1981,6.207267
11-20 Mar 1981,20.43289
21-31 Mar 1981,31.35994
1-10 Apr 1981,8.203968
11-20 Apr 1981,11.05811
21-30 Apr 1981,9.142006
1-10 May 1981,4.221356
11-20 May 1981,14.50758
21-31 May 1981,7.319095
1-10 Jun 1981,4.268067
11-20 Jun 1981,14.62928
21-30 Jun 1981,37.9363
1-10 Jul 1981,90.97009
11-20 Jul 1981,76.06812
21-31 Jul 1981,66.89439
1-10 Aug 1981,58.89531
11-20 Aug 1981,82.61315
21-31 Aug 1981,78.27426
1-10 Sep 1981,15.5171
11-20 Sep 1981,23.71515
21-30 Sep 1981,17.09402
1-10 Oct 1981,12.73093
11-20 Oct 1981,2.465216
21-31 Oct 1981,2.633685
1-10 Nov 1981,2.642648
11-20 Nov 1981,1.757594
21-30 Nov 1981,2.259853
1-10 Dec 1981,0.6721166
11-20 Dec 1981,0.3987083
21-31 Dec 1981,0.4239944
1-10 Jan 1982,0.8339555
11-20 Jan 1982,1.035528
21-31 Jan 1982,0.5110748
1-10 Feb 1982,0.0
11-20 Feb 1982,0.1692276
21-28 Feb 1982,1.256954
1-10 Mar 1982,15.81345
11-20 Mar 1982,5.231803
21-31 Mar 1982,4.129859
1-10 Apr 1982,16.5946
11-20 Apr 1982,7.20831
21-30 Apr 1982,6.392567
1-10 May 1982,11.49477
11-20 May 1982,7.276834
21-31 May 1982,5.947278
1-10 Jun 1982,13.49994
11-20 Jun 1982,19.99788
21-30 Jun 1982,16.18931
1-10 Jul 1982,30.18932
11-20 Jul 1982,26.97021
1-10 Aug 1982,41.37686
11-20 Aug 1982,70.8259
21-31 Aug 1982,54.15539
1-10 Sep 1982,14.0671
11-20 Sep 1982,7.578615
21-30 Sep 1982,14.33982
1-10 Oct 1982,20.79169
11-20 Oct 1982,10.39274
21-31 Oct 1982,3.484035
1-10 Nov 1982,2.588248
11-20 Nov 1982,2.328191
21-30 Nov 1982,4.224216
1-10 Dec 1982,0.7570376
11-20 Dec 1982,0.323812
21-31 Dec 1982,0.4186266
1-10 Jan 1983,0.5128446
11-20 Jan 1983,0.6873218
21-31 Jan 1983,0.8074912
1-10 Feb 1983,0.0
11-20 Feb 1983,0.2094585
21-28 Feb 1983,1.256954
1-10 Mar 1983,5.361189
11-20 Mar 1983,5.133073
21-31 Mar 1983,5.372413
1-10 Apr 1983,8.511985
11-20 Apr 1983,6.368546
21-30 Apr 1983,14.39681
1-10 May 1983,7.302605
11-20 May 1983,9.586143
21-31 May 1983,8.464527
1-10 Jun 1983,34.36908
11-20 Jun 1983,14.64271
21-30 Jun 1983,16.18931
1-10 Jul 1983,30.18932
11-20 Jul 1983,34.53579
21-31 Jul 1983,61.2762
1-10 Aug 1983,48.57727
11-20 Aug 1983,44.78955
21-31 Aug 1983,66.34565
1-10 Sep 1983,12.86623
11-20 Sep 1983,10.72631
21-30 Sep 1983,13.54255
1-10 Oct 1983,4.964369
11-20 Oct 1983,3.618187
21-31 Oct 1983,3.484035
1-10 Nov 1983,2.588248
11-20 Nov 1983,4.848745
21-30 Nov 1983,1.837371
1-10 Dec 1983,0.7586468
11-20 Dec 1983,0.3361635
21-31 Dec 1983,0.4186266
1-10 Jan 1984,0.6068308
11-20 Jan 1984,0.6817162
21-31 Jan 1984,0.8156489
1-10 Feb 1984,0.0
11-20 Feb 1984,0.2039106
21-29 Feb 1984,2.233124
1-10 Mar 1984,5.361189
11-20 Mar 1984,5.133073
21-31 Mar 1984,5.372413
