"year","MIXEDET"
1983,28.0327612681822
1984,28.7820630565322
1985,26.8763906154979
1986,34.2522571287558
1987,39.047088102398
1988,5.37336150916004
1989,35.2579079076512
1990,21.6425127171866
1991,29.0784100019089
1992,23.9079637163991
1993,30.8472028090239
1994,11.1314934812649
1995,13.9808232551278
1996,40.4554424865979
1997,35.5838472485439
1998,29.4349569148362
1999,37.1789602729417
2000,22.84656
2001,23.68039
2002,16.02869
2003,33.86626
2004,25.5444
2005,32.46183
2006,30.37372
2007,44.6601
2008,21.80071
2009,29.44348
2010,47.0905
2011,25.59817
2012,28.66898
2013,34.0004087541095
2014,28.16558
