"","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2014"
"Jan",21.29387,31.40134,45.3014,28.50788,24.48953,28.5273,15.73432,42.40933,27.0451,14.67871,20.63437,25.22843,19.79367,18.60176
"Feb",14.9489,27.66809,21.60135,25.22636,23.84545,22.89001,17.17858,27.32769,20.3861,16.24504,10.54545,13.36096,11.45271,17.5756
"Mar",21.72288,20.44965,26.06461,27.8084,18.29448,27.37514,21.08232,21.66827,6.474863,18.76443,17.80494,18.60124,15.47908,13.72037
"Apr",12.88646,18.09088,21.83817,21.39394,21.5233,12.96769,17.3936,18.9833,10.66371,11.31576,16.04507,12.81218,16.03436,9.838446
"May",9.964424,11.67178,10.14184,8.982996,7.123104,20.86008,15.08657,10.33467,13.94142,8.319372,16.48224,17.46733,12.75659,15.05312
"Jun",5.215895,4.474898,5.338072,10.28662,14.33111,12.67927,9.216806,14.94187,15.15278,7.785805,12.52686,14.67881,11.4048,8.987029
"Jul",22.84656,23.68039,16.02869,33.86626,25.5444,32.46183,30.37372,44.6601,21.80071,29.44348,47.0905,25.59817,28.66898,28.16558
"Aug",49.19818,60.63789,43.42258,45.0028,48.01867,34.91059,50.12236,47.64216,34.64771,38.53984,49.42821,49.39454,41.94438,46.7687
"Sep",40.18518,47.73098,37.5138,41.31216,37.23252,33.98957,42.54475,43.83625,32.65264,38.089,45.0431,42.7248,39.79613,45.80386
"Oct",35.17103,35.28804,21.50055,27.1591,24.70065,22.81526,31.01907,29.68486,30.08069,24.22135,29.45495,27.05129,24.07732,32.65557
"Nov",25.23633,23.15008,17.85398,22.89472,22.15074,18.55769,25.81779,20.61256,22.47268,18.0536,21.12838,32.68395,18.50951,28.16181
"Dec",29.71654,20.1199,28.84981,20.31952,26.55777,12.66809,43.62064,16.97168,14.86089,17.96418,17.82026,20.10172,15.54936,20.81284
