"year","MIXEDET"
1983,23.0048636190668
1984,24.0439211535441
1985,23.6237879685618
1986,29.8439297156735
1987,22.7245314230143
1988,21.8800126059264
1989,26.6575581999621
1990,23.568148205864
1991,25.2921360872724
1992,20.5861232401327
1993,21.6242357863604
1994,29.9295370602876
1995,29.9729922017667
1996,24.7800956360119
1997,25.1480683332155
1998,33.5034539843729
1999,32.1034395745453
2000,35.17103
2001,35.28804
2002,21.50055
2003,27.1591
2004,24.70065
2005,22.81526
2006,31.01907
2007,29.68486
2008,30.08069
2009,24.22135
2010,29.45495
2011,27.05129
2012,24.07732
2013,28.6283598305688
2014,32.65557
