Time,NDVI
Aug 1981,0.4461876
Aug 1982,0.3440948
Aug 1983,0.3191086
Aug 1984,0.3639954
Aug 1985,0.3648012
Aug 1986,0.4696959
Aug 1987,0.3009875
Aug 1988,0.3614832
Aug 1989,0.3895398
Aug 1990,0.3775912
Aug 1991,0.3020691
Aug 1992,0.3404635
Aug 1993,0.3713173
Aug 1994,0.4274753
Aug 1995,0.4844398
Aug 1996,0.4003463
Aug 1997,0.4274411
Aug 1998,0.3477952
Aug 1999,0.417033
Aug 2000,0.3627393
Aug 2001,0.4304707
Aug 2002,0.4211804
Aug 2003,0.3791409
Aug 2004,0.4129546
Aug 2005,0.4215464
Aug 2006,0.4123042
