"","1","2","3"
"1981",45,50,75
"1982",57,50,73
"1983",57,48,75
"1984",67,50,75
"1985",32,32,75
"1986",75,50,75
"1987",75,50,75
"1988",68,50,75
"1989",66,50,75
"1990",45,50,75
"1991",75,50,75
"1992",71,50,75
"1993",75,50,75
"1994",72,50,75
"1995",34,50,75
"1996",75,50,75
"1997",70,50,75
"1998",48,50,75
"1999",50,50,75
"2000",61,50,75
"2001",75,50,75
"2002",63,50,75
"2003",58,50,75
"2004",50,50,75
"2005",33,50,75
"2006",75,50,75
"2007",75,50,75
"2008",71,46,75
"2009",57,50,75
"2010",75,50,75
"2011",56,50,75
"2012",56,50,75
"2013",69,50,75
"2014",50,50,75
"2015",56,37,62
"2016",71,50,75
"2017",35,50,75
"2018",75,50,75
"2019",67,50,75
"2020",75,50,75
