Time,NDVI
Oct 1981,0.6712984
Oct 1982,0.6890404
Oct 1983,0.5784839
Oct 1984,0.4703468
Oct 1985,0.652492
Oct 1986,0.5291129
Oct 1987,0.5249436
Oct 1988,0.6750242
Oct 1989,0.6600323
Oct 1990,0.6804678
Oct 1991,0.6360323
Oct 1992,0.6851856
Oct 1993,0.5899677
Oct 1994,0.7282742
Oct 1995,0.5735242
Oct 1996,0.5150887
Oct 1997,0.544621
Oct 1998,0.6379113
Oct 1999,0.6277178
Oct 2000,0.6303065
Oct 2001,0.6262339
Oct 2002,0.6287662
Oct 2003,0.6689677
Oct 2004,0.6305646
Oct 2005,0.6474032
Oct 2006,0.6489033
