Time,NDVI
Jul 1981,0.3049678
Jul 1982,0.1773548
Jul 1983,0.2877742
Jul 1984,0.3305162
Jul 1985,0.2267742
Jul 1986,0.2633871
Jul 1987,0.3122581
Jul 1988,0.3048387
Jul 1989,0.2405484
Jul 1990,0.3789678
Jul 1991,0.2599033
Jul 1992,0.3095484
Jul 1993,0.3195484
Jul 1994,0.1190323
Jul 1995,0.1467097
Jul 1996,0.4297097
Jul 1997,0.2737097
Jul 1998,0.2224516
Jul 1999,0.2481613
Jul 2000,0.2789355
Jul 2001,0.2723548
Jul 2002,0.217871
Jul 2003,0.200129
Jul 2004,0.2179677
Jul 2005,0.201129
Jul 2006,0.1978387
