"","MIXEDET"
"1983",86.490922162108
"1984",36.5290892067922
"1985",57.9389640989195
"1986",83.3667833305864
"1987",90.3263155142518
"1988",52.357850987435
"1989",97.0138727640807
"1990",45.8787953170295
"1991",78.1148984657841
"1992",82.992278967379
"1993",66.1328707642359
"1994",20.0300094581682
"1995",71.0943520139067
"1996",97.4499410735922
"1997",75.2066384722891
"1998",27.1099790048334
"1999",75.6026092115105
"2000",58.5
"2001",27.2
"2002",33
"2003",104
"2004",76
"2005",87
"2006",75.2
"2007",92.2
"2008",100.9
"2009",62.7
"2010",75.6
"2011",57.5
"2012",89.7
"2013",28.8
"2014",67.5
