"","1","2","3"
"1981",43,50,75
"1982",56,50,75
"1983",40,47,75
"1984",72,50,75
"1985",32,32,75
"1986",75,50,75
"1987",75,50,75
"1988",75,50,75
"1989",34,50,75
"1990",41,50,75
"1991",75,50,75
"1992",74,50,75
"1993",70,50,75
"1994",65,50,75
"1995",30,50,75
"1996",50,25,75
"1997",74,50,75
"1998",64,50,75
"1999",50,50,75
"2000",60,50,75
"2001",75,50,75
"2002",63,50,75
"2003",47,50,75
"2004",50,50,75
"2005",25,50,75
"2006",75,50,75
"2007",53,50,75
"2008",70,45,75
"2009",57,50,75
"2010",75,50,75
"2011",57,50,75
"2012",52,50,75
"2013",69,50,75
"2014",46,50,75
"2015",55,39,64
"2016",69,50,75
"2017",27,50,75
"2018",75,50,75
"2019",55,50,75
"2020",75,50,75
