"","MIXEDET"
"1983",89.0992746327972
"1984",157.726941009365
"1985",137.797114930884
"1986",139.664008036927
"1987",132.302632505663
"1988",144.117857454259
"1989",145.538144354301
"1990",135.354151952118
"1991",107.822173023356
"1992",93.3098848940502
"1993",142.491452039342
"1994",158.626332149684
"1995",121.855899336158
"1996",146.50178461483
"1997",105.999882612335
"1998",96.0592741801762
"1999",112.176438717928
"2000",133.1
"2001",85.8
"2002",90.1
"2003",118
"2004",97.5
"2005",137.4
"2006",150.9
"2007",153.8
"2008",125.2
"2009",150.2
"2010",132.5
"2011",143.5
"2012",135.6
"2013",131.2
"2014",131.7
