Time,NDVI
Oct 1981,0.6476775
Oct 1982,0.6245484
Oct 1983,0.5076129
Oct 1984,0.6345161
Oct 1985,0.5668387
Oct 1986,0.5536452
Oct 1987,0.603871
Oct 1988,0.6327419
Oct 1989,0.5355807
Oct 1990,0.5284516
Oct 1991,0.5562581
Oct 1992,0.5943871
Oct 1993,0.4283226
Oct 1994,0.6050323
Oct 1995,0.4942258
Oct 1996,0.4330645
Oct 1997,0.5084839
Oct 1998,0.5322258
Oct 1999,0.6201613
Oct 2000,0.6325485
Oct 2001,0.595871
Oct 2002,0.5148065
Oct 2003,0.4914194
Oct 2004,0.5099033
Oct 2005,0.468129
Oct 2006,0.5694839
