T2,MODIS HAIN ET
Jul 2000,29.3
Jul 2001,17.0
Jul 2002,5.1
Jul 2003,51.3
Jul 2004,21.6
Jul 2005,43.4
Jul 2006,32.6
Jul 2007,70.4
Jul 2008,54.6
Jul 2009,33.3
Jul 2010,49.6
Jul 2011,15.8
Jul 2012,48.3
Jul 2013,6.1
Jul 2014,19.3
