Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00833333333333333,0,0,0,0,0,0,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0.00857142857142857,0,0,0,0,0,0,0,0,0,0.3,0,0,0.00857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.758064516129032,0.758064516129032,0.758064516129032,0.758064516129032,0,0,0.452941176470588,1.21100569259962,0,15.4,0,1.21100569259962,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1.49677419354839,1.49677419354839,1.49677419354839,0,0,30.8,3.14222873900293,3.14222873900293,0,3.14222873900293,0,0,1.64545454545455,0,0,0,0,0,0,0,0,0,0,0,18.1,0,0,0,0,0,0,0,0,0,51.8,0,0
6,1.22222222222222,11,3.58104575163398,13.2869281045752,13.8222222222222,0,1.22222222222222,2.51633986928104,27.6222222222222,1.06470588235294,1.22222222222222,1.22222222222222,2.51633986928104,0,1.22222222222222,1.22222222222222,1.22222222222222,0,1.22222222222222,1.22222222222222,1.22222222222222,0,10.6222222222222,1.22222222222222,1.22222222222222,0,1.22222222222222,1.22222222222222,1.22222222222222,0,1.22222222222222,1.22222222222222,1.22222222222222,0,22.0222222222222,1.22222222222222,1.22222222222222
7,0,13.8,4.0735294117647,7.06495798319327,58,0,22.7,4.0735294117647,12.9,0,0,2.99142857142857,0,12.9,33.1,0,0,0,0,33.5,0,0,0,22.7,0,0,18.9,0,0,0,0,14.7,0,0,0,0,0
8,6.24285714285714,18.7,12.2771428571429,32.6,6.03428571428571,0,23,9.1,12.8,16,17.4,19.5,0,0,30.7,0,0,0,32.7,0,0,11.8,52.6,56.4,0,0,0,0,0,0,8.4,34.7,9.1,8.7,13.6,0,21.9
9,17.2,0,8.20571428571429,0,11.6,0,40,15.3,0,0,20.5,25.4057142857143,0,86,30.6,43.8,0,15.2,0,65,20.5,0,0,11.6,13.4,0,17,0,0,75.1,0,0,19.9,13.9,16.6,0,58.8
10,8.25142857142857,0,15.3205882352941,27.5,24.5,26.6,0,22.1,9.7,6.7,36.2,7.82058823529413,16.0720168067227,13.8,39.3,0,0,57,0,48.4,0,31.9,0,23.2,15.7,8.2,18.4,11.2,21,18.6,19.5,10.3,0,22.3,0,15.3,19.8
