Time,precipitation
1-10 Jan 1981,1.406327
11-20 Jan 1981,1.358601
21-31 Jan 1981,1.412121
1-10 Feb 1981,0.7385556
11-20 Feb 1981,0.8705904
21-28 Feb 1981,1.146495
1-10 Mar 1981,6.515712
11-20 Mar 1981,16.75937
21-31 Mar 1981,23.01293
1-10 Apr 1981,1.752909
11-20 Apr 1981,1.758309
21-30 Apr 1981,4.581912
1-10 May 1981,5.203161
11-20 May 1981,19.92989
21-31 May 1981,9.832854
1-10 Jun 1981,6.257637
11-20 Jun 1981,16.13858
21-30 Jun 1981,46.95133
1-10 Jul 1981,83.68749
11-20 Jul 1981,83.95554
21-31 Jul 1981,80.89865
1-10 Aug 1981,92.77194
11-20 Aug 1981,101.9332
21-31 Aug 1981,98.9837
1-10 Sep 1981,14.51019
11-20 Sep 1981,14.06099
21-30 Sep 1981,8.647013
1-10 Oct 1981,9.008299
11-20 Oct 1981,1.783175
21-31 Oct 1981,2.000177
1-10 Nov 1981,1.89621
11-20 Nov 1981,1.284154
21-30 Nov 1981,1.617566
1-10 Dec 1981,1.673697
11-20 Dec 1981,2.744723
21-31 Dec 1981,2.392332
1-10 Jan 1982,2.856164
11-20 Jan 1982,2.82058
21-31 Jan 1982,1.414587
1-10 Feb 1982,1.062857
11-20 Feb 1982,1.094514
21-28 Feb 1982,1.533722
1-10 Mar 1982,12.01003
11-20 Mar 1982,4.501497
21-31 Mar 1982,2.725159
1-10 Apr 1982,5.658313
11-20 Apr 1982,1.524257
21-30 Apr 1982,3.536328
1-10 May 1982,19.31764
11-20 May 1982,18.03376
21-31 May 1982,9.558525
1-10 Jun 1982,17.51294
11-20 Jun 1982,26.53393
21-30 Jun 1982,16.42095
1-10 Jul 1982,43.50835
11-20 Jul 1982,46.61837
1-10 Aug 1982,49.57475
11-20 Aug 1982,77.54411
21-31 Aug 1982,62.86737
1-10 Sep 1982,16.67944
11-20 Sep 1982,7.459944
21-30 Sep 1982,7.213532
1-10 Oct 1982,11.64059
11-20 Oct 1982,7.785399
21-31 Oct 1982,3.285719
1-10 Nov 1982,2.22069
11-20 Nov 1982,4.445274
21-30 Nov 1982,2.10319
1-10 Dec 1982,2.08162
11-20 Dec 1982,4.763505
21-31 Dec 1982,2.518949
1-10 Jan 1983,1.7035
11-20 Jan 1983,1.98054
21-31 Jan 1983,2.119763
1-10 Feb 1983,1.113694
11-20 Feb 1983,1.187777
21-28 Feb 1983,1.533722
1-10 Mar 1983,5.022474
11-20 Mar 1983,4.692753
21-31 Mar 1983,4.169916
1-10 Apr 1983,2.036438
11-20 Apr 1983,1.39103
21-30 Apr 1983,3.536328
1-10 May 1983,11.50145
11-20 May 1983,21.98637
21-31 May 1983,14.16134
1-10 Jun 1983,43.08047
11-20 Jun 1983,16.65445
21-30 Jun 1983,16.42095
1-10 Jul 1983,51.12132
11-20 Jul 1983,59.86483
21-31 Jul 1983,82.98688
1-10 Aug 1983,53.82079
11-20 Aug 1983,59.82458
21-31 Aug 1983,84.47447
1-10 Sep 1983,7.406978
11-20 Sep 1983,6.161423
21-30 Sep 1983,3.944548
1-10 Oct 1983,3.994394
11-20 Oct 1983,3.321275
21-31 Oct 1983,3.285719
1-10 Nov 1983,2.22069
11-20 Nov 1983,2.871949
21-30 Nov 1983,2.10319
1-10 Dec 1983,2.072914
11-20 Dec 1983,2.06431
21-31 Dec 1983,2.518949
1-10 Jan 1984,2.05261
11-20 Jan 1984,1.967617
21-31 Jan 1984,2.136993
1-10 Feb 1984,0.9095955
11-20 Feb 1984,0.9494548
21-29 Feb 1984,1.165838
1-10 Mar 1984,5.022474
11-20 Mar 1984,4.692753
21-31 Mar 1984,4.169916
1-10 Apr 1984,1.782663
11-20 Apr 1984,0.9092643
21-30 Apr 1984,2.220359
1-10 May 1984,10.40601
11-20 May 1984,35.3107
21-31 May 1984,30.84743
1-10 Jun 1984,27.43794
11-20 Jun 1984,14.42184
21-30 Jun 1984,31.19086
1-10 Jul 1984,55.34671
11-20 Jul 1984,53.90464
21-31 Jul 1984,62.66824
1-10 Aug 1984,75.08949
11-20 Aug 1984,58.55385
21-31 Aug 1984,55.68251
1-10 Sep 1984,21.0662
11-20 Sep 1984,13.64115
21-30 Sep 1984,6.723185
1-10 Oct 1984,3.762655
11-20 Oct 1984,3.357813
21-31 Oct 1984,3.285719
1-10 Nov 1984,2.147956
11-20 Nov 1984,2.097993
21-30 Nov 1984,1.635254
1-10 Dec 1984,2.072671
11-20 Dec 1984,2.072919
21-31 Dec 1984,2.518949
1-10 Jan 1985,2.066233
11-20 Jan 1985,1.993515
21-31 Jan 1985,2.136993
1-10 Feb 1985,1.113694
11-20 Feb 1985,1.180375
21-28 Feb 1985,1.380477
1-10 Mar 1985,5.012406
11-20 Mar 1985,4.692753
21-31 Mar 1985,4.160554
1-10 Apr 1985,5.520868
11-20 Apr 1985,2.114196
21-30 Apr 1985,7.470539
1-10 May 1985,15.06299
11-20 May 1985,15.18853
21-31 May 1985,14.16134
1-10 Jun 1985,17.51294
11-20 Jun 1985,16.65445
21-30 Jun 1985,24.78985
1-10 Jul 1985,56.05104
11-20 Jul 1985,87.37521
21-31 Jul 1985,102.5321
1-10 Aug 1985,52.29114
11-20 Aug 1985,40.06193
21-31 Aug 1985,99.57581
1-10 Sep 1985,34.78697
11-20 Sep 1985,10.88563
21-30 Sep 1985,6.705214
1-10 Oct 1985,3.994394
11-20 Oct 1985,3.321275
21-31 Oct 1985,3.285719
1-10 Nov 1985,2.22069
11-20 Nov 1985,2.029279
21-30 Nov 1985,1.771517
1-10 Dec 1985,2.08162
11-20 Dec 1985,2.072919
21-31 Dec 1985,2.518949
1-10 Jan 1986,2.066233
11-20 Jan 1986,1.98054
21-31 Jan 1986,2.119763
1-10 Feb 1986,1.113694
11-20 Feb 1986,1.187777
21-28 Feb 1986,1.170692
1-10 Mar 1986,5.022474
11-20 Mar 1986,3.516491
21-31 Mar 1986,4.169916
1-10 Apr 1986,1.636509
11-20 Apr 1986,1.839304
21-30 Apr 1986,4.92332
1-10 May 1986,11.50145
11-20 May 1986,12.6695
21-31 May 1986,19.27902
1-10 Jun 1986,17.51294
11-20 Jun 1986,98.27161
21-30 Jun 1986,58.26549
1-10 Jul 1986,88.26582
11-20 Jul 1986,70.82729
21-31 Jul 1986,84.98635
1-10 Aug 1986,94.85815
11-20 Aug 1986,58.74158
21-31 Aug 1986,81.87864
1-10 Sep 1986,47.19466
11-20 Sep 1986,5.878923
21-30 Sep 1986,3.944548
1-10 Oct 1986,10.68482
11-20 Oct 1986,2.869844
21-31 Oct 1986,3.285719
1-10 Nov 1986,1.993943
11-20 Nov 1986,1.725109
21-30 Nov 1986,2.10319
1-10 Dec 1986,2.08162
11-20 Dec 1986,1.901767
21-31 Dec 1986,2.518949
1-10 Jan 1987,2.053013
