T2,MODIS HAIN ET
Jul 2000,15.9
Jul 2001,21.0
Jul 2002,8.6
Jul 2003,42.4
Jul 2004,20.8
Jul 2005,36.7
Jul 2006,19.9
Jul 2007,62.3
Jul 2008,44.2
Jul 2009,27.5
Jul 2010,48.5
Jul 2011,14.7
Jul 2012,43.0
Jul 2013,7.2
Jul 2014,23.0
