Time,precipitation
1-10 Jan 1981,1.238927
11-20 Jan 1981,1.126768
21-31 Jan 1981,1.310268
1-10 Feb 1981,1.660916
11-20 Feb 1981,2.54531
21-28 Feb 1981,1.759785
1-10 Mar 1981,14.40375
11-20 Mar 1981,19.97061
21-31 Mar 1981,27.89805
1-10 Apr 1981,4.695817
11-20 Apr 1981,6.720189
21-30 Apr 1981,8.139419
1-10 May 1981,1.34771
11-20 May 1981,3.061021
21-31 May 1981,2.258459
1-10 Jun 1981,2.201451
11-20 Jun 1981,3.05611
21-30 Jun 1981,9.464307
1-10 Jul 1981,61.08176
11-20 Jul 1981,73.20036
21-31 Jul 1981,57.77444
1-10 Aug 1981,67.29311
11-20 Aug 1981,61.4593
21-31 Aug 1981,64.66263
1-10 Sep 1981,6.260407
11-20 Sep 1981,10.41046
21-30 Sep 1981,3.043031
1-10 Oct 1981,3.206409
11-20 Oct 1981,0.2552303
21-31 Oct 1981,0.386723
1-10 Nov 1981,1.492295
11-20 Nov 1981,1.712544
21-30 Nov 1981,1.891079
1-10 Dec 1981,1.361847
11-20 Dec 1981,1.80735
21-31 Dec 1981,2.465383
1-10 Jan 1982,4.345582
11-20 Jan 1982,5.247802
21-31 Jan 1982,1.310032
1-10 Feb 1982,9.761813
11-20 Feb 1982,11.60517
21-28 Feb 1982,2.723123
1-10 Mar 1982,12.2651
11-20 Mar 1982,2.790551
21-31 Mar 1982,4.423995
1-10 Apr 1982,29.14521
11-20 Apr 1982,8.054416
21-30 Apr 1982,5.101581
1-10 May 1982,3.33115
11-20 May 1982,3.059082
21-31 May 1982,2.467592
1-10 Jun 1982,6.721807
11-20 Jun 1982,7.536115
21-30 Jun 1982,11.43308
1-10 Jul 1982,33.11821
11-20 Jul 1982,28.55348
1-10 Aug 1982,37.24913
11-20 Aug 1982,59.12444
21-31 Aug 1982,52.37652
1-10 Sep 1982,15.94892
11-20 Sep 1982,6.0076
21-30 Sep 1982,7.306383
1-10 Oct 1982,4.813647
11-20 Oct 1982,1.157689
21-31 Oct 1982,0.5944148
1-10 Nov 1982,1.954671
11-20 Nov 1982,2.846206
21-30 Nov 1982,2.821092
1-10 Dec 1982,2.103333
11-20 Dec 1982,4.249483
21-31 Dec 1982,1.999842
1-10 Jan 1983,1.539737
11-20 Jan 1983,1.98664
21-31 Jan 1983,3.028425
1-10 Feb 1983,3.500401
11-20 Feb 1983,3.788439
21-28 Feb 1983,2.723123
1-10 Mar 1983,4.140186
11-20 Mar 1983,3.536273
21-31 Mar 1983,3.615695
