Time,NDVI
Jul 1981,0.4257742
Jul 1982,0.2535807
Jul 1983,0.1786129
Jul 1984,0.09233871
Jul 1985,0.4014032
Jul 1986,0.4758871
Jul 1987,0.4432904
Jul 1988,0.2575806
Jul 1989,0.3985968
Jul 1990,0.3465161
Jul 1991,0.2384516
Jul 1992,0.2868549
Jul 1993,0.3540645
Jul 1994,0.3605323
Jul 1995,0.1604839
Jul 1996,0.535742
Jul 1997,0.5037258
Jul 1998,0.2330807
Jul 1999,0.2916452
Jul 2000,0.2895
Jul 2001,0.4693871
Jul 2002,0.3872742
Jul 2003,0.3641774
Jul 2004,0.3809032
Jul 2005,0.396629
Jul 2006,0.4005161
