T2,MODIS HAIN ET
Oct 2000,54.3
Oct 2001,18.0
Oct 2002,8.0
Oct 2003,73.8
Oct 2004,34.4
Oct 2005,91.2
Oct 2006,88.6
Oct 2007,89.8
Oct 2008,88.4
Oct 2009,68.0
Oct 2010,95.0
Oct 2011,74.0
Oct 2012,77.4
Oct 2013,97.9
Oct 2014,72.5
