"","1","2","3"
"1983",3.3,15.9166666666667,57.1166666666667
"1984",0.7,10.3,31.5
"1985",0,25,60.2
"1986",26.1228571428571,50,59
"1987",6.20000000000001,18.2,47.2
"1988",16.5,40.3,75
"1989",1.46730158730159,25,75
"1990",0,22.9,72.9
"1991",0.8,25,74.7
"1992",0,15.1,53.8
"1993",9.3,32,75
"1994",2.2,25,75
"1995",10.9,8.9,50
"1996",5.4,25,75
"1997",25.9,43.2,57.5
"1998",0,25,75
"1999",21,45.3,75
"2000",24,48.1,75
"2001",25.9,35.3,60.3
"2002",1.2,13.3,63.3
"2003",0,25,75
"2004",20.3,30.6,55.5
"2005",11,35.4,75
"2006",0.7,25,71.9
"2007",23.7,46.5,75
"2008",2.4,20.9,70.9
"2009",8.9,33.9,75
"2010",26.2,41,66
"2011",1,13.3,63.3
"2012",8.7,33.7,75
"2013",0.7,17.1,67.1
"2014",0,0,39.3
"2015",0,0,23.7
"2016",1.9,0,50
"2017",0.8,25,73.1
"2018",25.4,48.3,75
"2019",11,33.2,75
