"Year","Sow Dekad","Rainfall for Phase  1","Rainfall for Phase  2","Rainfall for Phase  3","Payout for Phase  1","Payout for Phase  2","Payout for Phase  3","Total Payout"
1983,16,43.09,38.83,75,0,0,0,0
1984,16,9.51,34.51,75,93.13,0,0,93.13
1985,16,37.7,50,75,0,0,0,0
1986,16,54.49,50,75,0,0,0,0
1987,16,75,50,75,0,0,0,0
1988,16,58.5,33.5,75,0,0,0,0
1989,16,75,50,75,0,0,0,0
1990,16,14.94,24.44,59.5,68.47,0,57.4,125.86
1991,16,21.67,25,75,37.87,0,0,37.87
1992,16,29.72,47.38,75,1.28,0,0,1.28
1993,16,72.24,50,75,0,0,0,0
1994,16,39.33,50,75,0,0,0,0
1995,16,36.76,50,75,0,0,0,0
1996,16,75,50,75,0,0,0,0
1997,16,75,50,75,0,0,0,0
1998,16,75,50,75,0,0,0,0
1999,16,29.44,50,75,2.53,0,0,2.53
2000,16,25,50,75,22.73,0,0,22.73
2001,16,32.97,50,75,0,0,0,0
2002,16,14.29,34.2,75,71.42,0,0,71.42
2003,16,50,50,75,0,0,0,0
2004,16,21.24,46.24,75,39.84,0,0,39.84
2005,16,53.38,47.6,75,0,0,0,0
2006,16,25,50,75,22.73,0,0,22.73
2007,16,36.89,48.08,75,0,0,0,0
2008,16,46.18,50,75,0,0,0,0
2009,16,62.11,50,75,0,0,0,0
2010,16,73.17,48.17,75,0,0,0,0
2011,16,57.58,50,75,0,0,0,0
2012,16,42.35,50,75,0,0,0,0
2013,16,34.56,50,75,0,0,0,0
2014,16,50,50,75,0,0,0,0
2015,16,25,25,75,22.73,0,0,22.73
2016,16,53.29,50,75,0,0,0,0
2017,16,43.81,50,75,0,0,0,0
2018,16,69.01,50,75,0,0,0,0
2019,16,75,50,75,0,0,0,0
