"","1","2","3"
"1981",11,36,75
"1982",16,34,75
"1983",14,25,69
"1984",58,50,74
"1985",12,25,75
"1986",66,50,75
"1987",23,26,56
"1988",38,40,75
"1989",37,34,75
"1990",30,50,75
"1991",63,50,75
"1992",28,32,62
"1993",25,25,75
"1994",33,25,62
"1995",20,43,75
"1996",42,42,56
"1997",56,46,64
"1998",27,39,75
"1999",41,50,69
"2000",1,26,50
"2001",54,50,66
"2002",26,50,75
"2003",19,43,75
"2004",50,29,54
"2005",38,50,70
"2006",50,50,50
"2007",51,50,51
"2008",26,34,75
"2009",3,25,73
"2010",4,25,75
"2011",18,29,75
"2012",4,25,75
"2013",50,50,75
"2014",34,17,41
"2015",32,25,50
"2016",25,50,75
"2017",0,25,75
"2018",53,50,75
"2019",46,30,75
"2020",41.974358974359,45.1794871794872,75
