"","MIXEDET"
"1983",87.76973250829
"1984",35.1077340113916
"1985",78.0137794246318
"1986",71.0163445438014
"1987",93.2602096011098
"1988",9.6538843908869
"1989",89.1941172668207
"1990",49.3381970456797
"1991",66.1240184206297
"1992",100.98003261637
"1993",69.990391435648
"1994",2.22772429906715
"1995",99.4967390502225
"1996",102.136684396693
"1997",105.973477134383
"1998",37.2912200145121
"1999",58.9326544024737
"2000",76.5
"2001",31.1
"2002",27.4
"2003",118.3
"2004",53.8
"2005",99.9
"2006",117.2
"2007",108.3
"2008",102.1
"2009",67.1
"2010",85.6
"2011",34.5
"2012",94.1
"2013",34.2
"2014",65.1
