Time,NDVI
Jul 1981,0.3959516
Jul 1982,0.2543226
Jul 1983,0.2824355
Jul 1984,0.4099194
Jul 1985,0.2614355
Jul 1986,0.3295161
Jul 1987,0.3252742
Jul 1988,0.2914839
Jul 1989,0.2478871
Jul 1990,0.2664355
Jul 1991,0.2577097
Jul 1992,0.2380484
Jul 1993,0.3196936
Jul 1994,0.2209516
Jul 1995,0.2763065
Jul 1996,0.3244033
Jul 1997,0.3511775
Jul 1998,0.2884839
Jul 1999,0.3055323
Jul 2000,0.3490645
Jul 2001,0.2962419
Jul 2002,0.2379355
Jul 2003,0.2779032
Jul 2004,0.3325484
Jul 2005,0.3607903
Jul 2006,0.3002903
