Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0.0212121212121212,0.0212121212121212,0,0.0212121212121212,0,0,0.0212121212121212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0
6,2.44444444444444,22,2.92679738562091,2.44444444444444,2.44444444444444,0,2.44444444444444,2.92679738562091,2.44444444444444,0,2.44444444444444,2.44444444444444,2.92679738562091,0,2.44444444444444,2.44444444444444,2.44444444444444,0,2.44444444444444,2.44444444444444,2.44444444444444,0,2.44444444444444,2.44444444444444,2.44444444444444,0,18.8444444444444,2.44444444444444,2.44444444444444,0,2.44444444444444,2.44444444444444,2.44444444444444,0,2.44444444444444,2.44444444444444,2.44444444444444
7,0,24.7,4.7735294117647,7.38781512605041,0,0,23.4,4.7735294117647,24.7,0,0,2.61428571428571,0,50.6,30.5,0,0,0,0,21.4,0,0,0,37.6,0,0,0,0,0,0,0,40.9,0,0,0,0,0
8,8.16285714285715,30.8,15.0885714285714,53.2,6.92571428571429,0,0,0,25.3,21.1,0,0,22,0,32,0,0,0,27.6,0,0,0,58.7,53.1,0,0,21.1,34,0,0,0,52,37.2,36.3,0,0,23.7
9,0,0,8.27142857142857,0,0,0,29.7,46.1,0,0,22.6,8.27142857142857,0,90.8,0,0,0,15.6,48.4,70.7,0,0,17.9,17.9,28.6,0,25,0,0,14.4,25.2,0,35.8,16.7,0,0,40.1
10,8.30285714285715,0,8.10882352941175,25.7,26.7,27.2,0,15.3,42.3,10.7,34.9,8.10882352941175,16.4116806722689,20.8,49.1,0,0,86,0,23.4,0,31.8,0,23.4,18.2,11.4,7.9,19.5,10.2,6.1,5.8,9.9,5.4,16.4,0,17.9,20.3
11,39.1,22.8,6.8,28.9,26.3333333333333,36.5,21.3,4.4,4.4,9.9,20.0027777777778,14.1,45.5,26.8,6.4,21.6333333333333,23,48.2,0,5,19.5,29.8,21.6333333333333,19.6,20.7,16.3,6.8,41,0,37.6,37.3,7.9,5,23.4,13.6,5.9,23
12,36.5,0,41.8,19.7,9.80571428571429,11.9,14.7057142857143,73.3,0,5.5,49.4,26.2,16.9,17.3,21.9,14.9,7.3,17.7,12.1,0,17.1,18.1,40.6,10.7,22.1,20.4,0,18.1,21.4,14.4,12.1,51.2,0,13.4,37.6,13.3,15.6
13,34,24.6,10.6030303030303,16.5,17.6,4.8,0,0,50.0030303030303,48,18.9201731601732,22.5,21.3,18.9,8.1,10.6030303030303,6.9,24.2,17.3,8.6,12.5,0,19.1,31.4,0,44.6,0,44.3,0,18.8,8.3,13.5,41.9,55.2,38.7,8.31714285714286,0
14,38.1,30.3,20.8,18.8555555555556,55.1,18.6,4.8,0,0,15.5,29.9,19.1,38.3,37.1,19.2,17.4,0,0,0,0,8.9,0,14,14.6,19.6,19,10.2,7.6,48.6,7.1,20.8,45.2,0,7.6,88.1,0,23.3
15,38,0,0,21.9514285714286,85.3,5.8,8.25142857142858,9,16.6,12.5,8.4,0,16.7,82.1,53.8,0,0,0,0,0,7.4,8.1,43.1,19.3,6.2,6.6,0,0,63.2,8,0,21,10.9,0,0,11.7,20.2
16,26.4,0,0,8.43428571428572,5.7,7.9,6.13428571428572,0,0,0,12.3,4.8,0,32,23.5,11.8,0,6.4,4.4,9.4,3.9,0,0,0,14.6,22,0,0,0,0,0,0,4.6,0,0,13,9.7
17,0,4.2,10.7,13.7,4.2,3.6,11.7,5.8,9.4,0,12.1,3.6,0,20.6,11.1,0,10.1,3.6,9.5,4.8,13.5,4.2,4.7,7.5,11.1,8.9,0,10.3,34.9,4.7,8.4,0,6.6,11.2,3.4,12.7,11.1
18,0,7,0,42,12.3583333333333,9.7,8.4,23.3,12.1,0,6.1,25.7,9.7,6.1,26.8,6.1,22.4,40.2,23.4,8.4,20.8,24.1,18.2,27.4,25.5,11.5,28.9,17.2,31,64.4,28.9,16.6,0,39.3,20,28.3,15.4
19,37.8027777777778,27.9,31.7,49.7,25.5,49.6,20.6,26.7,39.9,0,36.1,69.4,57.1,51.7,106.7,55.2,41.3,35.7,19.8,25.1,57.1,18.6,62.1,43.2,113.4,52.4,47.5,68.4,55.1,57.2,71.5,47.2,53,43.5,70.9,81.3,29.9
20,11.4,28.7,81,33.5,21,124.4,43.3,56.7,31.5,63,47.2,46.5,72.4,78.2,31,71.8,97.9,53.8,51.9,22.8,34.4,48,58.9,20.8,105.4,55.5,38.7,117.3,43.8,35.2,72.3,34.1,54.3,62,49.9,50.4,34.8
21,37.5,25.6,36.7,84.4527777777778,42.0833333333333,101.6,31,43.9,39.8,48.1,38.5,77.1,110.6,29.4,28.7,127,59.1,69.9,107.4,53.1,54.2,42.6,58.8,52.3,69.5,58.2,61.3,65.6,91.6,106.7,79.2,56,32.4,133.1,34.9,59.6,55.2
22,31.1,18.5,28.7,62.5666666666667,56.5,70.1,54.5,18.5,41.2,55.4,34.5,16,53.2,47.5,41.3,42,32,120.6,117,80.7,83.1,97.4,48.8,64.6,82.6,49.5,26.6,79.7,93.8,93,67,101.7,66.2,92.6,47.9,96.4,102.2
23,51,31.4606060606061,19.9,32.1606060606061,38.7606060606061,48.2,41.6,18.9,18,96.6,35.0606060606061,84.6,56.4,41.6,49.7,122.3,65.5,93.7,94.8,48.9,105.3,39.8,38.6,58.8,48.1,23.4,31.8,94.2,35.8,35.5,54.3,28.2,29.2,35.3,89.4,44.6,28.5
24,38.1,17.2,39.9,35.3,14.7,32.3,18.1,11.6,18.9,59.1,44.9,42.3,48.6,65.2,18.8,140.3,90.4,54.4,56.6,39.4,75.4,6.1,92.8,74.7,48.7,25.4,102.5,101.9,48.1,47.8,33.4,87.3,68.0027777777778,27.9,109.9,60.7,42.4
25,4.3,16.7156302521009,21.3,18.1470588235294,9.5,11.7,12.9685714285714,12.2,3.2,6.3,10.4,11.9,13.3,27.1,9.6,21.2,24.1,12.5,15.6,34.2,11.7,9.6,19.5,28.7,20.3,32.7,5.9,28.9,15.8,7.9,18,25.2,18.3470588235294,19.1,20.7,26.3,13.6
26,6.3,17.3,8.91142857142857,9.4,2.8,17.4114285714286,7.9,8.6,2.3,8.9,6.4,6,6.8,8,3.5,14.3,12.7,5.3,10.7,10.4,7.5,8.6,9.8,3.3,7.5,10.5,2.5,10.4,5.1,5.5,10.3,16.6,6.8,9,6.5,15.6,7.6
27,2.9,4.3,4.2,2.1,1.9,8.5,6.21339869281046,6.4,8.3,5.8,8,8.1,3.79117647058824,2.4,3.6,16.4,12.4,16.4,4.2,5.6,16.4,4.2,8.2,6.09117647058824,1.9,7.3,0,2.8,5.3,0,2.8,3.5,5.9,7.6,10.4,2.2,13.8
28,6.58857142857142,0,0,0,6.5,11.1,0,2.7,13.9,8.8,3.28857142857142,0,0,3.3,6.9,18.7,30.1,13.9,7.4,2.2,4.8,11.5,4.1,0,0,6.6,7,0,2.1,0,18.9,17.3,4.1,0,10.9,0,19
29,3.00571428571429,0,0,0,0,13.4,8.8,0,0,0,6.78,0,3.77428571428571,3.2,36,5.3,27.6,12.7,0,6.6,0,3.2,0,4.2,0,5.8,18.4,0,0,0,14.8,8.1,5.6,13.8,15.5,15.6,18.7
30,2.30285714285714,0,0,5.9,0,0,0,0,3.1,4.7,22.9,8.2,5.7,2.30285714285714,43.3,3.9,0,15.9,0,10.4,5.7,0,0,20.1,0,18.4,0,0,0,12.3,5.3,0,10.2,3.1,0,0,0
31,0,0,4.74,4.74,0,0,23.675,0,0,99.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.8,0,0,42.3,71.2,0,0,74.5,84.8,0,0,0
32,3.59393939393939,7.02923351158645,0,0,0,7.02923351158645,0,0,0,0,3.43529411764706,0,3.59393939393939,32.4,45.7,0,0,0,0,0,0,0,43.6,0,0,0,0,0,0,0,40.8,0,35.9,0,0,37,0
33,0,7.4390756302521,0,4.76764705882353,0,7.4390756302521,0,0,0,0,0,0,0,50,0,0,0,58.7,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,34.8,51.1
34,0,0,0,0,0,0.932352941176471,0.932352941176471,0,0,0,0,0,0,0,0,0,0,16.4,0,0,0,0,0,15.3,0,0,0,0,0,0,0,0,0.932352941176471,0,0,0,0
35,0,0,0.35,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,11.9,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0.694444444444445,0,0,0,0,0,0,0,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,0,0,0,0
