Time,HainET30Y Evapotranspiration
Jul 1983,20.49377
Jul 1984,14.90557
Jul 1985,27.64971
Jul 1986,19.66287
Jul 1987,28.6769
Jul 1988,20.21765
Jul 1989,14.22583
Jul 1990,14.69317
Jul 1991,24.85822
Jul 1992,24.59216
Jul 1993,26.7992
Jul 1994,22.799
Jul 1995,25.02072
Jul 1996,23.29784
Jul 1997,24.85756
Jul 1998,19.73928
Jul 1999,21.76945
Jul 2000,33.16079
Jul 2001,16.46045
Jul 2002,25.20927
Jul 2003,25.45789
Jul 2004,30.0601
Jul 2005,22.57434
Jul 2006,25.40707
Jul 2007,15.22373
Jul 2008,22.52658
Jul 2009,13.75023
Jul 2010,28.03084
Jul 2011,19.8123
Jul 2012,27.54374
Jul 2013,13.80417
