"","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2014"
"Jan",18.67282,37.75377,46.71189,40.39268,29.92709,31.89625,15.6153,30.42285,20.91535,16.86171,21.38066,29.72677,22.56517,22.44239
"Feb",11.54612,24.20353,25.05397,26.03476,33.36926,21.01111,23.35388,26.98072,18.1921,13.74226,13.12706,18.05377,11.19962,24.04623
"Mar",16.40399,33.02711,27.06176,31.66916,27.78057,29.43456,25.76548,17.64212,7.042303,19.14605,27.33858,24.85785,17.06905,20.93855
"Apr",15.41564,26.04982,24.49614,29.87325,33.40014,18.51129,31.8237,23.09576,11.29996,15.48829,17.94614,17.9,23.01162,18.23458
"May",11.82001,15.37325,10.87303,14.61609,10.99953,33.06847,22.08478,11.39596,13.35792,8.953592,24.34237,20.86954,16.33434,20.05422
"Jun",5.81187,5.572914,6.449911,16.33869,16.68829,20.36515,12.14625,17.13083,15.65419,8.780633,15.48086,15.05803,13.90366,13.6737
"Jul",37.87412,28.25368,24.38083,48.28492,45.96575,50.54641,45.67691,48.69266,27.95444,39.47318,49.24226,33.71196,40.57365,40.59639
"Aug",59.55868,67.96524,51.54261,60.85027,64.60384,55.38494,66.43775,61.83924,47.53242,60.72726,67.84596,63.19628,60.43171,57.67731
"Sep",58.11683,62.53188,69.38947,53.71591,54.30835,56.20816,58.30437,60.80591,58.69482,53.38115,59.37787,61.33193,54.82443,59.83287
"Oct",53.17686,44.01611,42.20555,36.01241,34.79232,38.19257,40.89643,34.90839,44.54333,33.61526,36.80466,38.92695,30.98884,56.44382
"Nov",34.65422,22.81955,20.98878,21.30031,21.64634,22.88101,21.98046,21.23478,35.35455,17.74232,23.82352,45.06104,20.54217,38.21952
"Dec",34.71167,16.44621,37.71946,18.58869,30.25004,13.22693,32.82256,14.71506,19.16586,21.93849,21.00399,25.79192,15.92684,25.36191
