Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427777777777778,0,0,15.4,0,0,0,0,0,15.4,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0.447058823529412,0.447058823529412,0,0,0,0.447058823529412,0,0,0,0,0,0,0,0,0,0,0,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.0129032258064516,0.0129032258064516,0.0129032258064516,0,0,0,0.509872922776149,0.509872922776149,0,0.509872922776149,0,0,0.496969696969697,0,0,0,0,0,0,0,0,0,0,0,16.4,0,0,0,0,0,0,0,0,0,0,0,0.4
6,0,0,0.344117647058824,0,0,0,0,0.344117647058824,0,0,0,0,0.344117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7,0,0,0,0,0,0,0,0,0,0
7,0,18.8,4.18235294117648,5.89092436974791,46.1,0,0,4.18235294117648,0,0,0,1.70857142857143,0,0,0,33.2,0,0,0,8.4,14.4,0,0,0,0,0,9.2,0,0,0,0,41.8,0,0,0,0,30.1
8,4.85428571428571,12.7,9.35714285714286,19.4,4.50285714285714,0,34.9,0,17.1,30.4,0,0,0,0,45.8,0,0,0,17.1,17.8,0,0,61.3,0,0,0,0,0,0,0,0,58.3,0,0,0,0,12.7
9,0,0,22.9314285714286,0,0,20,28.3,0,0,0,0,5.23142857142857,20,94.9,13.1,38.9,0,0,0,13.1,17.8,23,0,17.8,20.4,0,13.1,0,0,15.4,0,0,0,14.3,0,13.8,15.4
10,9.46571428571429,0,14.6911764705882,11.9,17.8,7.6,10,19.1,15.3,7.3,31.1,8.09117647058824,17.5568907563025,31.3,85.4,0,0,50,17.5,40.4,5.5,52.2,0,19.6,13.8,17.4,19,38.1,9.3,13.8,7.7,19.7,0,12.7,0,14.1,12.2
