"","1","2","3"
"1981",10,35,75
"1982",15,33,75
"1983",20,32,67
"1984",58,50,73
"1985",13,25,75
"1986",66,50,75
"1987",22,24,51
"1988",32,41,75
"1989",33,32,73
"1990",31,50,75
"1991",63,50,75
"1992",21,36,65
"1993",25,25,75
"1994",34,25,64
"1995",22,45,75
"1996",42,42,59
"1997",52,43,62
"1998",26,42,75
"1999",41,50,65
"2000",1,26,50
"2001",59,50,66
"2002",28,50,75
"2003",19,44,75
"2004",50,30,54
"2005",35,50,71
"2006",49,50,50
"2007",53,50,54
"2008",31,34,75
"2009",3,25,74
"2010",4,25,75
"2011",20,29,75
"2012",5,25,75
"2013",50,50,75
"2014",37,24,45
"2015",33,25,50
"2016",25,50,75
"2017",0,25,75
"2018",55,50,75
"2019",46,32,75
"2020",41.4871794871795,45.0769230769231,75
