"","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2014"
"Jan",23.56129,40.83477,47.79402,39.52788,34.38762,36.60708,19.00729,41.32773,24.61418,20.73466,24.87427,35.14728,30.72119,27.35407
"Feb",15.47462,31.32777,28.16145,29.68129,34.88747,27.00739,27.22715,35.74131,22.23404,18.27433,14.52756,24.04768,16.50746,28.77414
"Mar",18.72736,36.01501,32.74215,37.02213,31.10765,36.52143,28.16765,28.45509,8.480593,22.98756,28.62829,27.34819,20.08067,24.99478
"Apr",15.31411,30.74938,32.42947,32.95572,32.21552,22.06875,33.84254,28.90885,13.18081,18.12824,24.07601,22.48838,24.28145,20.80164
"May",12.83428,19.9555,16.48212,17.31543,14.88852,30.67558,26.66291,16.59525,15.1676,12.19445,27.49647,22.52126,18.34855,19.76159
"Jun",7.48718,8.187509,8.900927,15.96772,16.08737,20.15515,16.42148,18.94762,15.90721,9.587092,17.68153,16.78742,14.02722,14.38106
"Jul",30.6881,27.27413,24.32074,38.10868,36.0822,42.4622,40.16906,40.96807,23.65388,31.42802,43.09467,34.48906,30.1407,35.52126
"Aug",53.9684,59.42925,54.53684,56.76284,55.86969,52.04332,62.19589,57.48936,40.58801,54.63094,59.32906,56.48914,52.52898,52.92225
"Sep",60.97168,60.51842,62.33824,60.26444,52.90417,53.1372,61.73723,60.23051,48.86309,53.32592,59.83036,59.35616,52.98996,56.88287
"Oct",50.85012,46.9771,37.45031,38.97623,34.83598,37.63657,48.57619,37.99633,38.03625,36.48327,39.42933,42.46262,29.64216,53.69692
"Nov",36.08248,28.89492,23.348,26.64771,25.70099,24.22138,33.83494,25.71469,34.78857,21.41459,29.24128,50.86146,23.27475,38.83512
"Dec",40.1621,22.76768,38.50074,25.28089,34.71391,16.74088,43.96737,19.70081,23.12172,25.34792,23.54757,35.67501,19.29419,27.08791
