"","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
"Jan",16.30755,17.11792,14.76091,19.47832,20.8318,16.32542,20.28149,21.7923,19.01382,21.27439,21.54944,20.18255,21.2027,23.69392,20.89751,21.06444,24.25866,22.71482,23.58242,22.22691,21.02752,22.15158,19.70839,20.99644,24.36451,20.04053,20.78233,21.10348,21.57786,21.01593,20.5497
"Feb",20.53595,13.0188,15.85552,18.63587,19.40023,18.12062,20.28503,18.94724,18.01085,19.89982,23.65751,18.95621,19.48004,26.33539,19.03736,19.6795,22.99386,22.81235,22.50825,26.38976,23.45086,20.41582,19.0571,20.16427,21.15853,22.46229,21.75647,22.2069,21.31418,21.52289,20.77854
"Mar",24.86185,26.86478,24.72992,26.96185,27.71876,24.3007,27.87128,27.65312,26.25555,26.80993,33.56749,27.26844,29.4675,31.43548,23.1177,28.04775,31.08154,32.24004,31.33164,36.32105,30.6883,27.70652,27.95457,29.39042,31.42636,28.83496,28.3297,25.46002,29.22836,29.66145,29.27111
"Apr",31.36307,29.4764,29.89557,27.34967,30.81169,27.69343,33.54483,28.52843,32.73335,30.15982,34.82085,30.32072,38.95925,37.55911,24.90554,36.75097,37.27458,36.22655,38.49802,37.54533,33.57244,32.93173,35.29185,37.24233,36.33189,32.89908,30.9297,37.0458,36.07375,36.81139,34.58789
"May",34.82658,32.03731,36.35689,39.4319,41.15411,38.7692,40.87849,34.62411,38.1123,39.73074,41.58137,39.04217,40.58791,46.15296,39.04658,38.98094,43.2394,39.78138,40.61086,37.0051,41.21593,40.53267,40.10511,47.32096,35.87005,36.30943,37.00146,40.20116,40.85886,41.60612,34.88873
"Jun",36.22795,28.39086,33.73385,27.76046,39.86658,32.37418,33.20916,31.13108,34.5177,32.49655,35.00014,30.30371,42.25523,37.31446,40.21774,38.97631,34.66233,36.62494,34.54676,35.62407,35.53933,31.93133,35.76278,36.42435,34.05292,31.25369,36.55067,34.03265,35.05682,35.94607,31.80527
"Jul",38.23161,36.53725,34.65855,43.73308,45.9164,22.45518,41.53849,34.72981,37.56548,39.93683,36.76121,26.5319,33.1001,45.42163,46.78597,41.23665,41.10543,45.09876,43.1334,44.00391,36.48977,38.5299,40.74204,41.64477,46.64359,36.44863,32.82683,42.68818,45.24337,44.67155,42.16915
"Aug",33.04667,45.61657,42.58182,53.56571,50.54275,45.46899,38.44266,48.6009,46.72057,36.10604,45.60917,39.87593,57.12695,52.83939,56.38086,44.84669,56.12072,51.30581,48.94576,51.13305,43.92336,52.65745,49.12878,49.65859,56.94835,48.06109,51.13405,48.85653,46.89174,51.35847,50.65971
"Sep",48.69046,40.65948,48.6144,51.79026,48.39391,49.90431,38.2423,39.07992,44.2896,50.74701,46.00798,52.00512,54.4058,52.26889,53.26059,54.78674,51.03638,47.89365,59.18534,53.04668,53.69923,49.68199,48.47963,55.55596,51.867,49.90228,60.24042,57.19688,49.55178,52.31808,54.58282
"Oct",30.77228,38.41744,37.87404,42.48375,39.11264,38.45515,41.79394,41.29335,41.57248,37.203,38.63148,44.38223,44.45359,44.46388,37.49416,41.54905,38.98162,42.0803,46.35934,47.23988,46.14059,39.06858,42.48969,48.23601,45.75113,38.60635,39.50832,47.34734,45.68918,41.47739,40.38561
"Nov",26.39616,23.10978,27.50599,27.91503,27.38167,28.21982,29.47438,24.66162,27.63393,29.36893,29.4065,29.11845,32.04902,28.03585,30.5111,32.54693,32.38966,32.48752,32.27376,30.57441,29.69772,28.44829,29.49676,31.88619,30.46323,27.22904,29.28979,30.00825,26.74982,28.91954,30.0967
"Dec",22.59475,18.3363,21.76994,19.61146,21.44216,19.60942,18.23061,21.78113,21.51145,25.96122,22.0883,23.51538,24.39537,24.92186,25.5222,25.73482,26.8056,25.18572,25.36147,22.73666,20.29409,21.10783,22.95839,24.50326,24.33159,23.08379,23.07364,24.64512,24.69292,21.53479,24.23515
