Time,NDVI
Oct 1981,0.5328549
Oct 1982,0.4190162
Oct 1983,0.3133226
Oct 1984,0.2977097
Oct 1985,0.3850161
Oct 1986,0.5121936
Oct 1987,0.3994033
Oct 1988,0.5404032
Oct 1989,0.3545806
Oct 1990,0.480758
Oct 1991,0.4183065
Oct 1992,0.5411129
Oct 1993,0.4229355
Oct 1994,0.6092904
Oct 1995,0.4477742
Oct 1996,0.4209032
Oct 1997,0.3813226
Oct 1998,0.5235162
Oct 1999,0.5208065
Oct 2000,0.5305001
Oct 2001,0.4273387
Oct 2002,0.4448387
Oct 2003,0.3800323
Oct 2004,0.3257258
Oct 2005,0.3272258
Oct 2006,0.4518871
