Year,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.0161290322580645,0.0161290322580645,0.0161290322580645,0,0,0,0.0161290322580645,0.0161290322580645,0,0.0161290322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
6,0,0,0.0264705882352941,0,0,0,0,0.0264705882352941,0,0,0,0,0.0264705882352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0
7,0,0,3.18235294117647,4.80235294117647,17.8,0,0,3.18235294117647,0,0,23.1,1.62,0,32,0,0,0,0,0,17.9,0,0,0,33.6,0,0,0,0,0,0,15.5,25,0,0,0,0,0
8,3.73428571428571,21.2,7.30285714285714,23.6,3.56857142857143,0,12.8,0,16.7,0,16.7,0,16.7,0,18.7,0,0,0,16.2,0,0,0,22.6,12.8,0,0,21.2,29.8,0,0,0,26.6,0,0,0,0,0
9,0,0,3.69142857142857,0,0,0,51.3,0,0,0,0,3.69142857142857,15.1,56.8,0,0,0,0,0,34.7,15.6,0,15.1,0,21,0,27.6,0,0,0,0,0,17.1,0,0,0,0
10,3.01142857142857,0,2.90588235294118,5.6,6.7,9.8,2.3,4.2,14.1,2.9,10.3,2.90588235294118,5.91731092436975,8,14.8,0,0,41,2.4,12.7,0,16.7,0,9.5,8.5,5.4,5.2,5.3,3.6,0,0,2.2,0,3.1,0,3.1,6.8
