"","1","2","3"
"1981",54,50,75
"1982",64,50,75
"1983",57,50,75
"1984",75,50,75
"1985",61,50,75
"1986",75,50,75
"1987",75,50,75
"1988",73,50,75
"1989",75,50,75
"1990",50,50,75
"1991",65,50,75
"1992",32,50,75
"1993",54,50,75
"1994",75,50,75
"1995",37,50,75
"1996",74,49,75
"1997",59,50,75
"1998",63,50,75
"1999",55,50,75
"2000",67,50,75
"2001",75,50,75
"2002",68,50,75
"2003",59,50,75
"2004",50,50,75
"2005",43,50,75
"2006",36,50,75
"2007",75,50,75
"2008",75,50,75
"2009",71,50,75
"2010",68,50,75
"2011",62,50,75
"2012",56,50,75
"2013",64,50,75
"2014",73,50,75
"2015",55,50,75
"2016",50,50,75
"2017",73,50,75
"2018",75,50,75
"2019",75,50,75
"2020",75,50,75
