"","1","2","3"
"1983",37.5,36.7,73.2
"1984",65.1,50,75
"1985",13.6,25,75
"1986",75,50,75
"1987",66.9472222222222,41.3472222222222,69.5
"1988",24.6,35.2,75
"1989",32.5647619047619,25,75
"1990",28.3,46.5,75
"1991",41.2,50,75
"1992",27.1,44.3,74.3
"1993",50.2,34,75
"1994",62.7,50,75
"1995",71.3,43.6,72
"1996",58.7,33.7,75
"1997",75,50,75
"1998",50,50,75
"1999",32.8,50,75
"2000",50,50,75
"2001",54.3,50,75
"2002",66.6,50,75
"2003",63.3,50,75
"2004",33.4,43.7,68.7
"2005",34.7,50,75
"2006",30,50,75
"2007",63.1,50,75
"2008",72.5,47.5,75
"2009",57.8,47.7,75
"2010",74.3,50,75
"2011",72.6,50,75
"2012",59.2,50,75
"2013",56.9,50,75
"2014",32.7,36.1,75
"2015",73.9,50,75
"2016",75,50,75
"2017",35.8,50,75
"2018",75,50,75
"2019",75,50,75
