T2,MODIS HAIN ET
Jul 2000,3.0
Jul 2001,6.3
Jul 2002,1.7
Jul 2003,21.7
Jul 2004,5.2
Jul 2005,24.1
Jul 2006,19.3
Jul 2007,45.9
Jul 2008,26.5
Jul 2009,22.9
Jul 2010,38.5
Jul 2011,12.6
Jul 2012,23.9
Jul 2013,2.0
Jul 2014,17.1
